% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.990630830e+03 +5.990630830e+03 +6.083570830e+03 +6.083570830e+03 +2.2542e+00 -2.0696e+00 +4.5940e+00 -8.6670e-01 +3.8556e+00 -4.2733e+00 -2.7000e+00 +2.0739e+00 +1.1893e+00 -4.7828e+00 +4.4509e+00 -2.4922e-01 +1.7908e-01 -2.8934e+00 -4.3457e+00 -3.5574e+00 -4.5734e+00 +3.9663e+00 -3.4715e+00 +2.5518e+00
2 +3.382679198e+03 +3.382679198e+03 +3.475619198e+03 +3.475619198e+03 -4.7457e+00 +1.3789e+00 -4.9575e+00 -1.8163e+00 +4.0561e+00 -1.9563e+00 -1.7360e+00 -9.6194e-02 +1.7972e+00 +2.9869e+00 +1.6886e+00 -3.0398e+00 +4.6712e+00 +1.9756e-02 -3.1366e+00 -4.9121e+00 -4.4112e+00 +3.8869e+00 -2.0115e-01 -4.8207e+00
4 +2.363846440e+03 +2.363846440e+03 +2.456786440e+03 +2.456786440e+03 +4.0100e+00 -1.1974e+00 +1.5614e+00 +4.9209e+00 +3.8056e-01 +2.9920e+00 -2.9980e-01 -4.6554e+00 -2.5812e+00 +2.2465e+00 +1.0741e+00 -3.0423e+00 +3.8360e+00 -2.9211e+00 -5.0065e-01 -3.2732e+00 -4.6307e+00 -2.7407e+00 -1.8687e+00 -1.1635e+00
22 +8.268971745e+02 +8.268971745e+02 +9.198371745e+02 +9.198371745e+02 -1.0860e+00 +6.8172e-01 +7.2787e-01 +1.4149e+00 +1.3271e+00 +3.7181e+00 -2.2339e+00 -3.7934e+00 +3.0185e+00 -1.7388e+00 -4.1638e+00 -2.4567e+00 +1.3421e+00 +1.5078e+00 +1.4110e+00 +7.0571e-01 +3.2394e+00 +1.3375e+00 -1.3163e+00 +4.5589e+00
157 +4.951815249e+02 +4.951815249e+02 +5.881215249e+02 +5.881215249e+02 +3.5222e+00 -2.5608e+00 -2.2952e+00 +2.0228e+00 -2.1405e+00 +2.6271e+00 -4.4042e+00 +2.7543e+00 +3.2226e+00 +4.4066e+00 +1.2350e+00 -1.3955e+00 -2.4783e+00 +2.9204e-01 +1.5279e+00 -1.2631e+00 +3.8206e+00 -1.3167e-01 +3.3175e-01 -4.0927e+00
1108 +3.533020396e+02 +3.533020396e+02 +4.462420396e+02 +4.462420396e+02 +7.3125e-01 +7.9310e-01 -2.4050e-01 -1.1091e+00 -7.6305e-02 +9.2535e-01 -4.3882e+00 -3.9332e+00 +6.4642e+00 +4.8419e+00 -3.2629e+00 -3.5431e+00 -7.0321e-01 -2.1592e-01 +3.0267e+00 -1.8656e+00 +3.0147e+00 -2.3277e+00 +4.2078e+00 -6.7405e-01
