% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.382243992e+03 +5.382243992e+03 +5.475183992e+03 +5.475183992e+03
6 +3.518648496e+03 +3.518648496e+03 +3.611588496e+03 +3.611588496e+03
9 +1.962842023e+03 +1.962842023e+03 +2.055782023e+03 +2.055782023e+03
43 +1.429809461e+03 +1.429809461e+03 +1.522749461e+03 +1.522749461e+03
1085 +9.101049040e+02 +9.101049040e+02 +1.003044904e+03 +1.003044904e+03
1663 +5.810609243e+02 +5.810609243e+02 +6.740009243e+02 +6.740009243e+02
2312 +3.886886516e+02 +3.886886516e+02 +4.816286516e+02 +4.816286516e+02
4847 +2.270695355e+02 +2.270695355e+02 +3.200095355e+02 +3.200095355e+02
6711 +1.507797249e+02 +1.507797249e+02 +2.437197249e+02 +2.437197249e+02
8179 +9.527565596e+01 +9.527565596e+01 +1.882156560e+02 +1.882156560e+02
17586 +6.205250670e+01 +6.205250670e+01 +1.549925067e+02 +1.549925067e+02
