% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.593797672e+07 +2.593797672e+07 +2.593776684e+07 +2.593776684e+07
2 +2.019777163e+07 +2.019777163e+07 +2.019756175e+07 +2.019756175e+07
6 +1.239464066e+07 +1.239464066e+07 +1.239443078e+07 +1.239443078e+07
258 +9.069268270e+06 +9.069268270e+06 +9.069058390e+06 +9.069058390e+06
1374 +4.952545461e+06 +4.952545461e+06 +4.952335581e+06 +4.952335581e+06
2290 +2.625838938e+06 +2.625838938e+06 +2.625629058e+06 +2.625629058e+06
2677 +1.845434897e+06 +1.845434897e+06 +1.845225017e+06 +1.845225017e+06
3174 +1.532597338e+06 +1.532597338e+06 +1.532387458e+06 +1.532387458e+06
6391 +5.802553746e+05 +5.802553746e+05 +5.800454946e+05 +5.800454946e+05
10219 +3.755045504e+05 +3.755045504e+05 +3.752946704e+05 +3.752946704e+05
14670 +2.395836997e+05 +2.395836997e+05 +2.393738197e+05 +2.393738197e+05
19143 +1.530261050e+05 +1.530261050e+05 +1.528162250e+05 +1.528162250e+05
25500 +8.434032398e+04 +8.434032398e+04 +8.413044398e+04 +8.413044398e+04
32882 +5.674663698e+04 +5.674663698e+04 +5.653675698e+04 +5.653675698e+04
