gen, min, avg, max, std, exp_number
0, 282413, 2.31777e+07, 5.32938e+07, 9.52341e+06, 1
1, 282413, 2.31992e+07, 5.35452e+07, 9.53652e+06, 1
2, 282413, 2.31877e+07, 5.59425e+07, 9.52611e+06, 1
3, 282035, 2.31867e+07, 5.52256e+07, 9.5751e+06, 1
4, 271544, 2.31966e+07, 5.59578e+07, 9.70317e+06, 1
5, 271544, 2.32015e+07, 5.51954e+07, 9.65084e+06, 1
6, 271544, 2.31991e+07, 5.47198e+07, 9.64765e+06, 1
7, 251377, 2.31897e+07, 5.47198e+07, 9.6161e+06, 1
8, 251377, 2.3172e+07, 5.47198e+07, 9.58928e+06, 1
9, 251377, 2.31796e+07, 5.96572e+07, 9.69291e+06, 1
10, 251377, 2.3165e+07, 5.57034e+07, 9.66492e+06, 1
11, 251377, 2.31615e+07, 5.62783e+07, 9.74633e+06, 1
12, 251377, 2.31482e+07, 5.49164e+07, 9.59962e+06, 1
13, 251377, 2.31777e+07, 5.6853e+07, 9.73341e+06, 1
14, 251377, 2.31367e+07, 5.70406e+07, 9.6304e+06, 1
15, 251377, 2.31507e+07, 6.20954e+07, 9.7826e+06, 1
16, 251377, 2.3128e+07, 5.95263e+07, 9.65653e+06, 1
17, 251377, 2.31403e+07, 5.91267e+07, 9.57662e+06, 1
18, 251377, 2.31292e+07, 6.51034e+07, 9.72929e+06, 1
19, 251377, 2.31031e+07, 6.82518e+07, 9.85103e+06, 1
20, 251377, 2.30928e+07, 6.54731e+07, 9.90153e+06, 1
21, 251377, 2.30915e+07, 5.68453e+07, 9.84491e+06, 1
22, 251377, 2.30785e+07, 5.65724e+07, 9.73466e+06, 1
23, 251377, 2.30724e+07, 5.65724e+07, 9.65187e+06, 1
24, 251377, 2.3058e+07, 5.79455e+07, 9.68526e+06, 1
25, 251377, 2.30158e+07, 5.73849e+07, 9.62818e+06, 1
26, 251377, 2.2989e+07, 5.54385e+07, 9.7223e+06, 1
27, 251377, 2.29765e+07, 5.55642e+07, 9.65037e+06, 1
28, 251377, 2.29352e+07, 5.74468e+07, 9.55491e+06, 1
29, 251377, 2.29272e+07, 6.12851e+07, 9.75101e+06, 1
30, 251377, 2.28844e+07, 6.11168e+07, 9.74568e+06, 1
31, 251377, 2.29023e+07, 6.08193e+07, 9.6878e+06, 1
32, 251377, 2.29017e+07, 5.92065e+07, 9.72363e+06, 1
33, 240078, 2.29043e+07, 5.82806e+07, 9.80788e+06, 1
34, 240078, 2.29344e+07, 6.54667e+07, 9.91938e+06, 1
35, 240078, 2.29147e+07, 6.54671e+07, 9.88944e+06, 1
36, 240078, 2.29221e+07, 6.5372e+07, 9.94282e+06, 1
37, 240078, 2.29302e+07, 6.5372e+07, 9.83262e+06, 1
38, 240078, 2.29195e+07, 6.55407e+07, 9.89489e+06, 1
39, 240078, 2.28961e+07, 6.30152e+07, 9.83539e+06, 1
40, 240078, 2.28786e+07, 5.89861e+07, 9.86389e+06, 1
41, 240078, 2.28994e+07, 5.85297e+07, 1.00175e+07, 1
42, 240078, 2.28717e+07, 5.92749e+07, 1.00066e+07, 1
43, 240078, 2.28702e+07, 5.85978e+07, 1.01035e+07, 1
44, 240078, 2.28604e+07, 5.86055e+07, 9.9871e+06, 1
45, 240078, 2.2861e+07, 5.68051e+07, 1.01989e+07, 1
46, 240078, 2.2823e+07, 5.66259e+07, 1.0071e+07, 1
47, 240078, 2.28303e+07, 5.71761e+07, 1.00099e+07, 1
48, 240078, 2.28168e+07, 5.62768e+07, 9.97949e+06, 1
49, 240078, 2.28303e+07, 5.62746e+07, 1.01344e+07, 1
