gen, min, avg, max, std, exp_number
0, 10281, 1.74765e+06, 3.80126e+06, 461481, 1
1, 10281, 1.75036e+06, 3.68164e+06, 455791, 1
2, 10281, 1.74773e+06, 3.23529e+06, 452412, 1
3, 10281, 1.74547e+06, 3.12033e+06, 457884, 1
4, 10281, 1.74553e+06, 3.09336e+06, 452021, 1
5, 10281, 1.74721e+06, 3.02686e+06, 462598, 1
6, 10281, 1.74519e+06, 3.24034e+06, 459396, 1
7, 10281, 1.74362e+06, 3.06668e+06, 467229, 1
8, 10281, 1.74357e+06, 3.13152e+06, 472342, 1
9, 10281, 1.74563e+06, 3.32259e+06, 471052, 1
10, 10281, 1.7425e+06, 3.24502e+06, 466929, 1
11, 10281, 1.74084e+06, 3.13879e+06, 463587, 1
12, 10281, 1.74369e+06, 3.12749e+06, 468124, 1
13, 10281, 1.74732e+06, 3.12558e+06, 468539, 1
14, 10281, 1.74182e+06, 3.10691e+06, 455997, 1
15, 10281, 1.74464e+06, 3.36403e+06, 457528, 1
16, 10281, 1.74193e+06, 3.20921e+06, 465846, 1
17, 10281, 1.74716e+06, 3.21156e+06, 471481, 1
18, 10281, 1.7506e+06, 3.22116e+06, 482322, 1
19, 10281, 1.75022e+06, 3.20537e+06, 470846, 1
20, 10281, 1.74991e+06, 3.1652e+06, 476130, 1
21, 10281, 1.74599e+06, 3.14091e+06, 463661, 1
22, 10281, 1.7426e+06, 3.11792e+06, 455748, 1
23, 10281, 1.7412e+06, 3.25291e+06, 472166, 1
24, 10281, 1.73995e+06, 3.25291e+06, 472180, 1
25, 10281, 1.74298e+06, 3.15991e+06, 467793, 1
26, 10281, 1.74177e+06, 3.20527e+06, 472622, 1
27, 10281, 1.74903e+06, 3.2056e+06, 465668, 1
28, 10281, 1.7455e+06, 3.40888e+06, 463417, 1
29, 10281, 1.73966e+06, 3.27083e+06, 470448, 1
30, 10281, 1.74053e+06, 3.23431e+06, 468475, 1
31, 10281, 1.73852e+06, 3.34853e+06, 468077, 1
32, 10281, 1.73655e+06, 3.26694e+06, 476641, 1
33, 10281, 1.73868e+06, 3.40051e+06, 477916, 1
34, 10281, 1.74041e+06, 3.4751e+06, 477935, 1
35, 10281, 1.7394e+06, 3.36176e+06, 473985, 1
36, 10281, 1.73783e+06, 3.31442e+06, 478130, 1
37, 10281, 1.73797e+06, 3.33267e+06, 482165, 1
38, 10281, 1.73967e+06, 3.36874e+06, 479312, 1
39, 10281, 1.74332e+06, 3.46756e+06, 484460, 1
40, 10281, 1.7412e+06, 3.36572e+06, 485708, 1
41, 10281, 1.74202e+06, 3.45092e+06, 480772, 1
42, 10281, 1.73905e+06, 3.23869e+06, 476803, 1
43, 10281, 1.74073e+06, 3.42093e+06, 474427, 1
44, 10281, 1.73698e+06, 3.26446e+06, 481374, 1
45, 10281, 1.73329e+06, 3.49697e+06, 478735, 1
46, 10281, 1.73102e+06, 3.33992e+06, 482518, 1
47, 10281, 1.72995e+06, 3.33448e+06, 479841, 1
48, 7558.98, 1.72879e+06, 3.12152e+06, 482796, 1
49, 7558.98, 1.72835e+06, 3.36336e+06, 480233, 1
50, 7558.98, 1.72306e+06, 3.42724e+06, 476575, 1
51, 7558.98, 1.72356e+06, 3.29411e+06, 470484, 1
52, 7558.98, 1.72646e+06, 3.42922e+06, 470231, 1
53, 7558.98, 1.72674e+06, 3.37739e+06, 473642, 1
54, 7558.98, 1.7256e+06, 3.20249e+06, 469905, 1
55, 7558.98, 1.72498e+06, 3.29979e+06, 484316, 1
56, 7558.98, 1.72679e+06, 3.21919e+06, 484096, 1
57, 7558.98, 1.72708e+06, 3.18181e+06, 484041, 1
58, 7558.98, 1.7238e+06, 3.34423e+06, 487780, 1
59, 7558.98, 1.72494e+06, 3.30021e+06, 474372, 1
60, 7558.98, 1.7206e+06, 3.30021e+06, 475723, 1
61, 7558.98, 1.7228e+06, 3.27126e+06, 474806, 1
62, 7558.98, 1.72493e+06, 3.29461e+06, 478144, 1
63, 7558.98, 1.72276e+06, 3.29257e+06, 482397, 1
64, 7558.98, 1.72173e+06, 3.33567e+06, 480564, 1
65, 7558.98, 1.72069e+06, 3.33567e+06, 481634, 1
66, 7558.98, 1.71864e+06, 3.32476e+06, 481175, 1
67, 7558.98, 1.72035e+06, 3.15537e+06, 484440, 1
68, 7558.98, 1.7224e+06, 3.58071e+06, 482324, 1
69, 7558.98, 1.71934e+06, 3.58071e+06, 482704, 1
70, 7558.98, 1.72064e+06, 3.31016e+06, 484961, 1
71, 7558.98, 1.72091e+06, 3.29452e+06, 484531, 1
72, 7558.98, 1.7217e+06, 3.26222e+06, 487843, 1
73, 7558.98, 1.71789e+06, 3.31464e+06, 485885, 1
74, 7558.98, 1.71507e+06, 3.18334e+06, 486665, 1
75, 7558.98, 1.7107e+06, 3.3936e+06, 491086, 1
76, 7558.98, 1.72021e+06, 3.28543e+06, 495109, 1
77, 7558.98, 1.72279e+06, 3.2675e+06, 495325, 1
78, 7558.98, 1.72247e+06, 3.24917e+06, 500792, 1
79, 7558.98, 1.72201e+06, 3.28092e+06, 499935, 1
80, 7558.98, 1.72353e+06, 3.40634e+06, 502390, 1
81, 7558.98, 1.71878e+06, 3.46342e+06, 500600, 1
