gen, min, avg, max, std, exp_number
0, 24164.1, 867244, 1.81956e+06, 263536, 1
1, 24164.1, 869507, 1.8084e+06, 266529, 1
2, 24164.1, 870148, 1.98786e+06, 266657, 1
3, 24164.1, 870575, 1.83629e+06, 264110, 1
4, 24164.1, 871905, 1.82384e+06, 268122, 1
5, 24164.1, 873630, 1.7959e+06, 264815, 1
6, 16871, 875520, 1.73864e+06, 264472, 1
7, 16871, 878217, 1.76119e+06, 271987, 1
8, 16871, 879065, 1.8309e+06, 274567, 1
9, 16871, 880237, 1.8309e+06, 273000, 1
10, 16871, 880880, 1.86085e+06, 274243, 1
11, 16871, 881928, 1.82613e+06, 274983, 1
12, 16871, 883948, 1.83434e+06, 276929, 1
13, 16871, 883280, 1.8038e+06, 276842, 1
14, 16871, 885757, 1.87998e+06, 278402, 1
15, 16871, 886393, 1.90924e+06, 280412, 1
16, 16871, 887605, 1.96393e+06, 280255, 1
17, 16871, 887568, 1.88442e+06, 276596, 1
18, 16157.9, 888750, 1.87956e+06, 275518, 1
19, 16157.9, 889920, 1.88093e+06, 278159, 1
20, 16157.9, 890595, 1.91638e+06, 280177, 1
21, 16157.9, 893379, 1.85312e+06, 280723, 1
22, 16157.9, 894995, 1.91369e+06, 284737, 1
23, 16157.9, 894797, 1.80717e+06, 287879, 1
24, 16157.9, 896721, 1.90802e+06, 288357, 1
25, 16062.3, 897379, 1.97649e+06, 286845, 1
26, 13187.3, 897382, 1.90552e+06, 285051, 1
27, 13187.3, 899351, 1.85953e+06, 290168, 1
28, 13187.3, 900942, 1.82184e+06, 289763, 1
29, 13187.3, 901206, 1.90875e+06, 287633, 1
30, 13187.3, 903587, 2.26047e+06, 293069, 1
31, 13187.3, 904747, 2.16383e+06, 293488, 1
32, 13187.3, 905868, 2.0411e+06, 292276, 1
33, 13187.3, 905891, 1.9073e+06, 291103, 1
34, 13187.3, 906734, 1.88413e+06, 288613, 1
35, 13187.3, 908156, 1.92073e+06, 289504, 1
36, 13187.3, 909893, 1.97606e+06, 290220, 1
37, 13187.3, 911236, 2.13224e+06, 296435, 1
38, 13187.3, 911498, 1.97185e+06, 293397, 1
39, 13187.3, 913804, 1.96542e+06, 298686, 1
40, 13187.3, 914364, 2.01323e+06, 299233, 1
41, 13187.3, 915105, 1.94583e+06, 301910, 1
42, 13187.3, 916435, 1.96665e+06, 304091, 1
43, 13187.3, 917396, 1.87985e+06, 304955, 1
44, 13187.3, 918881, 2.2185e+06, 308396, 1
45, 13187.3, 920112, 2.05566e+06, 306063, 1
46, 13187.3, 921673, 2.13785e+06, 312107, 1
47, 13187.3, 922409, 1.99529e+06, 306821, 1
