gen, min, avg, max, std, exp_number
0, 934176, 4.55126e+07, 1.50654e+08, 2.15965e+07, 1
1, 934176, 4.53126e+07, 1.2442e+08, 2.1481e+07, 1
2, 934176, 4.52258e+07, 1.23476e+08, 2.13924e+07, 1
3, 934176, 4.53638e+07, 1.32672e+08, 2.11254e+07, 1
4, 934176, 4.55362e+07, 1.32161e+08, 2.106e+07, 1
5, 934176, 4.52933e+07, 1.28746e+08, 2.12109e+07, 1
6, 934176, 4.52794e+07, 1.24345e+08, 2.14855e+07, 1
7, 934176, 4.5337e+07, 1.48248e+08, 2.13497e+07, 1
8, 934176, 4.53242e+07, 1.27844e+08, 2.12483e+07, 1
9, 915253, 4.55341e+07, 1.36768e+08, 2.14285e+07, 1
10, 915253, 4.53582e+07, 1.40251e+08, 2.15056e+07, 1
11, 915253, 4.53226e+07, 1.31176e+08, 2.14902e+07, 1
12, 915253, 4.51769e+07, 1.11914e+08, 2.09654e+07, 1
13, 915253, 4.50702e+07, 1.1294e+08, 2.07426e+07, 1
14, 915253, 4.48989e+07, 1.13924e+08, 2.01819e+07, 1
15, 915253, 4.47921e+07, 1.1873e+08, 2.02002e+07, 1
16, 915253, 4.45367e+07, 1.22879e+08, 2.01298e+07, 1
17, 915253, 4.45895e+07, 1.38182e+08, 2.04186e+07, 1
18, 915253, 4.47826e+07, 1.37321e+08, 2.05198e+07, 1
19, 915253, 4.4469e+07, 1.2431e+08, 2.04176e+07, 1
20, 915253, 4.4689e+07, 1.45574e+08, 2.063e+07, 1
21, 915253, 4.48673e+07, 1.41613e+08, 2.06892e+07, 1
22, 915253, 4.47367e+07, 1.31745e+08, 2.03615e+07, 1
23, 915253, 4.45484e+07, 1.20608e+08, 2.0173e+07, 1
24, 915253, 4.45231e+07, 1.23645e+08, 2.02605e+07, 1
25, 915253, 4.40551e+07, 1.32508e+08, 2.02171e+07, 1
26, 915253, 4.39699e+07, 1.24229e+08, 2.00559e+07, 1
27, 915253, 4.39221e+07, 1.45575e+08, 2.02947e+07, 1
28, 915253, 4.4097e+07, 1.19144e+08, 2.05153e+07, 1
29, 915253, 4.41372e+07, 1.20435e+08, 2.07753e+07, 1
30, 915253, 4.40578e+07, 1.31884e+08, 2.05977e+07, 1
31, 915253, 4.4026e+07, 1.25494e+08, 2.05522e+07, 1
32, 915253, 4.38653e+07, 1.22481e+08, 2.04322e+07, 1
33, 915253, 4.37768e+07, 1.15051e+08, 1.99258e+07, 1
34, 915253, 4.38179e+07, 1.1368e+08, 1.95451e+07, 1
35, 915253, 4.40507e+07, 1.16569e+08, 1.97701e+07, 1
36, 915253, 4.39577e+07, 1.20385e+08, 1.99475e+07, 1
37, 915253, 4.39305e+07, 1.19189e+08, 1.97037e+07, 1
38, 915253, 4.3807e+07, 1.17731e+08, 2.01676e+07, 1
39, 915253, 4.37477e+07, 1.29485e+08, 2.03159e+07, 1
40, 915253, 4.36876e+07, 1.30581e+08, 2.04072e+07, 1
41, 915253, 4.37541e+07, 1.26312e+08, 2.03437e+07, 1
42, 915253, 4.39451e+07, 1.31194e+08, 2.0607e+07, 1
43, 915253, 4.35999e+07, 1.27392e+08, 2.03063e+07, 1
44, 915253, 4.36239e+07, 1.46529e+08, 2.02586e+07, 1
45, 915253, 4.33263e+07, 1.31611e+08, 2.00654e+07, 1
46, 915253, 4.34708e+07, 1.3616e+08, 2.0217e+07, 1
47, 915253, 4.33366e+07, 1.40597e+08, 2.02776e+07, 1
48, 915253, 4.36553e+07, 1.39731e+08, 2.07587e+07, 1
49, 915253, 4.35817e+07, 1.38738e+08, 2.09833e+07, 1
50, 915253, 4.34846e+07, 1.22306e+08, 2.08133e+07, 1
51, 915253, 4.3405e+07, 1.31308e+08, 2.04951e+07, 1
52, 915253, 4.32877e+07, 1.21415e+08, 2.06075e+07, 1
53, 915253, 4.33187e+07, 1.20602e+08, 2.06855e+07, 1
54, 915253, 4.33005e+07, 1.22615e+08, 2.05399e+07, 1
55, 915253, 4.33506e+07, 1.2491e+08, 2.07003e+07, 1
56, 915253, 4.34761e+07, 1.28566e+08, 2.04732e+07, 1
57, 915253, 4.36034e+07, 1.39727e+08, 2.1049e+07, 1
58, 915253, 4.35305e+07, 1.34074e+08, 2.09756e+07, 1
59, 915253, 4.33584e+07, 1.27867e+08, 2.06315e+07, 1
60, 915253, 4.32555e+07, 1.25705e+08, 2.04735e+07, 1
61, 915253, 4.31005e+07, 1.26833e+08, 2.05151e+07, 1
62, 915253, 4.31105e+07, 1.2981e+08, 2.05123e+07, 1
63, 915253, 4.28766e+07, 1.36753e+08, 2.0738e+07, 1
64, 915253, 4.27586e+07, 1.36944e+08, 2.03877e+07, 1
65, 915253, 4.27138e+07, 1.26597e+08, 2.02245e+07, 1
66, 915253, 4.25202e+07, 1.30662e+08, 2.00641e+07, 1
67, 915253, 4.23739e+07, 1.19479e+08, 1.99248e+07, 1
68, 915253, 4.2442e+07, 1.44987e+08, 2.00466e+07, 1
69, 765307, 4.25506e+07, 1.44987e+08, 2.02809e+07, 1
70, 765307, 4.26466e+07, 1.39523e+08, 1.9922e+07, 1
71, 765307, 4.25041e+07, 1.20997e+08, 2.00402e+07, 1
72, 765307, 4.25804e+07, 1.19906e+08, 2.01e+07, 1
73, 765307, 4.25555e+07, 1.25879e+08, 2.02512e+07, 1
74, 765307, 4.27095e+07, 1.2772e+08, 2.03529e+07, 1
75, 765307, 4.28418e+07, 1.30256e+08, 2.05108e+07, 1
76, 765307, 4.27343e+07, 1.33835e+08, 2.04237e+07, 1
77, 765307, 4.2642e+07, 1.2444e+08, 2.00635e+07, 1
78, 765307, 4.26749e+07, 1.35145e+08, 2.05851e+07, 1
79, 765307, 4.25322e+07, 1.25719e+08, 2.04688e+07, 1
80, 765307, 4.24629e+07, 1.19853e+08, 2.01833e+07, 1
81, 765307, 4.23391e+07, 1.50075e+08, 2.04922e+07, 1
82, 765307, 4.23627e+07, 1.38321e+08, 2.08315e+07, 1
83, 765307, 4.21959e+07, 1.32074e+08, 2.07402e+07, 1
84, 765307, 4.23874e+07, 1.51844e+08, 2.12875e+07, 1
85, 765307, 4.22707e+07, 1.37821e+08, 2.07922e+07, 1
86, 765307, 4.21483e+07, 1.40408e+08, 2.08267e+07, 1
87, 765307, 4.22756e+07, 1.25185e+08, 2.09515e+07, 1
88, 765307, 4.221e+07, 1.20203e+08, 2.0876e+07, 1
89, 765307, 4.22996e+07, 1.28549e+08, 2.07575e+07, 1
90, 765307, 4.20689e+07, 1.34427e+08, 2.02562e+07, 1
91, 765307, 4.19013e+07, 1.29772e+08, 2.00993e+07, 1
92, 765307, 4.21131e+07, 1.33119e+08, 2.05667e+07, 1
93, 765307, 4.21626e+07, 1.24941e+08, 2.07797e+07, 1
94, 765307, 4.23409e+07, 1.36668e+08, 2.10916e+07, 1
95, 765307, 4.22899e+07, 1.28875e+08, 2.10515e+07, 1
