gen, min, avg, max, std, exp_number
0, 10281, 1.75475e+06, 3.22984e+06, 460447, 1
1, 10281, 1.75551e+06, 3.18723e+06, 465897, 1
2, 10281, 1.74881e+06, 3.43865e+06, 465362, 1
3, 10281, 1.75015e+06, 3.29513e+06, 466442, 1
4, 10281, 1.74816e+06, 3.30204e+06, 468736, 1
5, 10281, 1.74956e+06, 3.41708e+06, 474461, 1
6, 10281, 1.75167e+06, 3.17413e+06, 474760, 1
7, 10281, 1.75079e+06, 3.14066e+06, 477009, 1
8, 10281, 1.74638e+06, 3.18971e+06, 458813, 1
9, 10281, 1.74805e+06, 3.20383e+06, 463127, 1
10, 10281, 1.74307e+06, 3.3676e+06, 468185, 1
11, 10281, 1.74645e+06, 3.4966e+06, 470754, 1
12, 10281, 1.7467e+06, 3.24927e+06, 471095, 1
13, 10281, 1.74581e+06, 3.40763e+06, 477485, 1
14, 10281, 1.74799e+06, 3.28761e+06, 477647, 1
15, 10281, 1.74411e+06, 3.15247e+06, 480570, 1
16, 10281, 1.74246e+06, 3.24025e+06, 473939, 1
17, 10281, 1.74072e+06, 3.09507e+06, 461550, 1
18, 10281, 1.73955e+06, 3.11166e+06, 465461, 1
19, 10281, 1.73815e+06, 3.36474e+06, 464669, 1
20, 10281, 1.73515e+06, 3.13472e+06, 469727, 1
21, 10281, 1.73159e+06, 3.34224e+06, 473802, 1
22, 10281, 1.72946e+06, 3.28534e+06, 469954, 1
23, 10281, 1.733e+06, 3.10729e+06, 470481, 1
24, 10281, 1.73339e+06, 3.12288e+06, 477001, 1
25, 10281, 1.73463e+06, 3.13721e+06, 480262, 1
26, 10281, 1.73184e+06, 3.22869e+06, 485031, 1
27, 10281, 1.73371e+06, 3.05161e+06, 480956, 1
28, 10281, 1.73443e+06, 3.27232e+06, 474784, 1
29, 10281, 1.72996e+06, 3.04752e+06, 467145, 1
30, 10281, 1.73278e+06, 3.0994e+06, 467869, 1
31, 10281, 1.7343e+06, 3.19382e+06, 473480, 1
32, 10281, 1.73715e+06, 3.1909e+06, 473223, 1
33, 10281, 1.73874e+06, 3.14669e+06, 474145, 1
34, 10281, 1.73538e+06, 3.06633e+06, 480810, 1
35, 10281, 1.73511e+06, 3.13728e+06, 482394, 1
36, 10281, 1.73739e+06, 3.19342e+06, 481560, 1
37, 10281, 1.73729e+06, 3.16629e+06, 481407, 1
38, 10281, 1.7355e+06, 3.08594e+06, 479092, 1
39, 10281, 1.73607e+06, 3.14931e+06, 477805, 1
40, 10281, 1.73413e+06, 3.34656e+06, 473960, 1
41, 10281, 1.7346e+06, 3.21308e+06, 474415, 1
42, 10281, 1.73039e+06, 3.22563e+06, 471061, 1
43, 10281, 1.72683e+06, 3.20505e+06, 471923, 1
44, 10281, 1.72521e+06, 3.3127e+06, 480455, 1
45, 10281, 1.72687e+06, 3.70323e+06, 487009, 1
46, 10281, 1.7215e+06, 3.34383e+06, 484702, 1
47, 10281, 1.7191e+06, 3.39516e+06, 481358, 1
48, 10281, 1.71861e+06, 3.2873e+06, 482760, 1
49, 10281, 1.72256e+06, 3.44171e+06, 482561, 1
50, 10281, 1.72403e+06, 3.23045e+06, 483105, 1
51, 10281, 1.71903e+06, 3.19022e+06, 480308, 1
52, 10281, 1.7202e+06, 3.30651e+06, 483469, 1
53, 10281, 1.72249e+06, 3.13345e+06, 481735, 1
54, 10281, 1.7237e+06, 3.13112e+06, 483811, 1
55, 10281, 1.72029e+06, 3.18341e+06, 486530, 1
56, 10281, 1.7153e+06, 3.19904e+06, 482700, 1
57, 10281, 1.71503e+06, 3.16856e+06, 476572, 1
58, 10281, 1.71113e+06, 3.31464e+06, 478322, 1
59, 10281, 1.71256e+06, 3.23139e+06, 482142, 1
60, 10281, 1.71397e+06, 3.23933e+06, 476878, 1
61, 10281, 1.71005e+06, 3.25369e+06, 478655, 1
62, 10281, 1.70496e+06, 3.47302e+06, 476173, 1
63, 10281, 1.70793e+06, 3.22099e+06, 477156, 1
64, 10281, 1.70575e+06, 3.18915e+06, 475809, 1
65, 10281, 1.7113e+06, 3.19046e+06, 483027, 1
66, 10281, 1.71201e+06, 3.29141e+06, 488623, 1
67, 10281, 1.71223e+06, 3.20884e+06, 475227, 1
68, 10281, 1.7124e+06, 3.28651e+06, 485121, 1
69, 10281, 1.70951e+06, 3.25757e+06, 490350, 1
70, 10281, 1.70852e+06, 3.23422e+06, 491433, 1
71, 10281, 1.71381e+06, 3.47101e+06, 487333, 1
72, 10281, 1.71388e+06, 3.30483e+06, 498676, 1
73, 10281, 1.71245e+06, 3.33769e+06, 494499, 1
74, 10281, 1.71528e+06, 3.35886e+06, 497588, 1
75, 10281, 1.71468e+06, 3.35886e+06, 493345, 1
76, 10281, 1.71323e+06, 3.38207e+06, 492389, 1
77, 10281, 1.71224e+06, 3.38946e+06, 482534, 1
78, 10281, 1.70965e+06, 3.3473e+06, 479220, 1
79, 10281, 1.70569e+06, 3.1761e+06, 475990, 1
80, 10281, 1.70373e+06, 3.16056e+06, 473797, 1
81, 10281, 1.70096e+06, 3.1742e+06, 475963, 1
82, 10281, 1.69763e+06, 3.29243e+06, 485483, 1
83, 10281, 1.69942e+06, 3.49368e+06, 483238, 1
84, 10281, 1.70326e+06, 3.36673e+06, 484488, 1
85, 10281, 1.7067e+06, 3.33128e+06, 488736, 1
86, 10281, 1.70895e+06, 3.57077e+06, 495382, 1
87, 10281, 1.70612e+06, 3.39215e+06, 495708, 1
88, 10281, 1.70329e+06, 3.3344e+06, 492181, 1
89, 10281, 1.70314e+06, 3.10959e+06, 494523, 1
