gen, min, avg, max, std, exp_number
0, 718.695, 1434.57, 4774.93, 175.217, 1
1, 718.695, 1457.5, 9675.36, 406.492, 1
2, 718.695, 1495.62, 11482.3, 621.872, 1
3, 718.695, 1505.93, 11002.3, 641.255, 1
4, 718.695, 1513.83, 10483.8, 658.227, 1
5, 718.695, 1566.41, 17258, 982.502, 1
6, 718.695, 1576.72, 16817.8, 997.643, 1
7, 718.695, 1617.98, 32413, 1322.76, 1
8, 718.695, 1637.24, 25949.2, 1324.43, 1
9, 718.695, 1667.31, 26235.6, 1413.95, 1
10, 718.695, 1660.58, 17381.8, 1285.01, 1
11, 718.695, 1684.1, 16770.5, 1333.65, 1
12, 718.695, 1695.93, 16729.6, 1360.26, 1
13, 718.695, 1711.59, 16825.5, 1364.83, 1
14, 718.695, 1719.25, 16873.6, 1371.8, 1
15, 718.695, 1743.77, 16939.5, 1412.52, 1
16, 718.695, 1783.72, 28969.7, 1702.35, 1
17, 718.695, 1836.26, 28445.8, 1814.73, 1
18, 718.695, 1848.64, 20741, 1732.76, 1
19, 718.695, 1855.57, 26004.2, 1798.45, 1
20, 718.695, 1901.21, 26172.6, 1944.76, 1
21, 718.695, 1917.02, 23157.5, 1961.55, 1
22, 718.695, 1933.75, 20959.6, 1984.52, 1
23, 718.695, 1931.05, 20745.3, 1917.84, 1
24, 718.695, 1931.28, 25646.9, 1917.13, 1
25, 718.695, 1951.14, 16874.7, 1889.82, 1
26, 718.695, 2000.49, 30593.6, 2089.77, 1
27, 718.695, 2048.66, 19802, 2134.4, 1
28, 718.695, 2084.92, 19802, 2184.48, 1
29, 718.695, 2119.1, 28489.5, 2288.22, 1
30, 718.695, 2160.42, 27984.6, 2475, 1
31, 718.695, 2196.52, 25925.9, 2510.24, 1
32, 718.695, 2224.42, 27979, 2595.63, 1
33, 718.695, 2262.43, 32589.7, 2682.4, 1
34, 718.695, 2273.11, 27329.7, 2619.82, 1
35, 718.695, 2339.14, 31713, 2896.22, 1
36, 718.695, 2380.42, 31750.7, 3002.09, 1
37, 718.695, 2390.14, 30918.1, 2961.7, 1
38, 718.695, 2413.72, 30842.6, 3012.63, 1
39, 718.695, 2478, 30902.9, 3156.45, 1
40, 718.695, 2486.76, 27548.2, 3065.6, 1
41, 718.695, 2499.79, 27519.3, 3099.18, 1
42, 718.695, 2511.96, 25645.6, 3097.21, 1
43, 718.695, 2551.18, 24361.1, 3124.53, 1
44, 718.695, 2601.95, 40730.4, 3277.32, 1
45, 718.695, 2671.55, 46770.2, 3574.83, 1
46, 718.695, 2764.29, 40533.2, 3845.09, 1
47, 718.695, 2823.03, 41649.7, 3979.29, 1
48, 718.695, 2830.38, 41807.1, 3918.95, 1
49, 718.695, 2939.29, 41727.7, 4135.19, 1
50, 718.695, 2985.41, 41525.4, 4231.71, 1
51, 718.695, 3034.03, 41525.4, 4296.31, 1
52, 718.695, 3047.47, 40606.5, 4269.46, 1
53, 718.695, 3065.84, 38735.7, 4128.5, 1
54, 718.695, 3128.02, 38699.4, 4299.4, 1
55, 718.695, 3154.95, 36988.2, 4255.46, 1
56, 718.695, 3210.83, 37404.4, 4389.23, 1
57, 718.695, 3248.33, 37308.3, 4434.1, 1
58, 718.695, 3250.39, 36983.8, 4364.78, 1
59, 718.695, 3321.49, 45244, 4623.18, 1
60, 718.695, 3360.37, 39998.6, 4570.45, 1
61, 718.695, 3370.07, 36737.8, 4512.71, 1
62, 718.695, 3410.29, 36737.8, 4602.83, 1
63, 718.695, 3408.32, 36604.2, 4619.81, 1
64, 718.695, 3473.16, 42179.6, 4702.33, 1
65, 718.695, 3570.3, 43062.2, 4897.81, 1
66, 718.695, 3608.59, 44056.9, 4992.11, 1
67, 718.695, 3600.44, 36676, 4912.13, 1
68, 718.695, 3658.49, 37733.1, 5004.73, 1
69, 718.695, 3814.28, 68664, 5705.92, 1
70, 718.695, 3892.59, 68609.6, 5944.5, 1
71, 718.695, 3908.5, 58924.9, 5806.12, 1
72, 718.695, 4002.25, 58492.3, 5889.86, 1
73, 718.695, 4109.52, 53015, 6017.7, 1
74, 718.695, 4153.08, 45788.6, 5937.26, 1
75, 718.695, 4294.61, 66879.3, 6273.86, 1
76, 718.695, 4383.04, 66829.8, 6570.74, 1
77, 718.695, 4468.8, 66887.7, 6851.7, 1
78, 718.695, 4581.31, 61991.2, 7033.91, 1
79, 718.695, 4695.88, 62194.7, 7335.26, 1
80, 718.695, 4723.13, 61976.3, 7290.65, 1
81, 718.695, 4814.65, 55551.3, 7377.93, 1
82, 718.695, 4847.94, 55381.4, 7397.31, 1
83, 718.695, 4941.05, 52086.4, 7389.6, 1
84, 718.695, 5003, 51887.2, 7421.81, 1
85, 718.695, 5073.88, 55329.4, 7413.82, 1
86, 718.695, 5125.47, 59485.5, 7520.97, 1
87, 718.695, 5132.12, 55158, 7412.89, 1
88, 718.695, 5188.06, 48844, 7480.68, 1
89, 718.695, 5357.08, 49239.8, 7798.76, 1
90, 718.695, 5415.13, 49185.3, 7960.49, 1
91, 718.695, 5456.2, 65291.3, 8115.55, 1
92, 718.695, 5531.48, 61081.7, 8284.56, 1
93, 718.695, 5578.2, 60662.1, 8144.6, 1
94, 718.695, 5786.99, 118143, 9329.83, 1
95, 718.695, 5770.38, 108676, 8883.51, 1
96, 718.695, 5805.94, 90545.3, 8590.19, 1
97, 718.695, 5851.68, 58343.8, 8434.51, 1
98, 718.695, 5991.91, 91050.9, 8756.73, 1
99, 718.695, 6071.41, 78619.8, 8776.85, 1
100, 718.695, 6069.71, 66438.5, 8638.47, 1
101, 718.695, 6121.2, 57442.2, 8712.58, 1
102, 718.695, 6192.11, 55228.4, 8730.67, 1
103, 718.695, 6295.44, 59716.3, 8826.58, 1
104, 718.695, 6418.41, 59830.9, 8977.56, 1
105, 718.695, 6455.64, 60649.7, 9057.08, 1
106, 718.695, 6519.03, 84721.9, 9250.36, 1
107, 718.695, 6575.63, 84117.9, 9353.46, 1
108, 718.695, 6595.46, 67583.3, 9188.38, 1
109, 718.695, 6614.75, 62891.6, 9138.2, 1
110, 718.695, 6666.21, 62202.3, 9346.44, 1
111, 718.695, 6686.52, 82117.8, 9355.08, 1
112, 718.695, 6766.11, 57160.2, 9310.93, 1
113, 718.695, 6829.04, 57106.6, 9287.15, 1
114, 718.695, 6969.88, 57103.9, 9411.86, 1
115, 718.695, 7053.17, 57053.9, 9577.9, 1
116, 718.695, 7064.73, 57100.8, 9636.15, 1
117, 718.695, 7127.64, 58303.2, 9597.93, 1
118, 718.695, 7224.65, 71759, 9961.21, 1
119, 718.695, 7348.07, 72016, 10304.5, 1
120, 718.695, 7445.9, 71959.6, 10354.6, 1
121, 718.695, 7556.13, 71795.5, 10488.7, 1
122, 718.695, 7564.76, 71861.3, 10457.5, 1
123, 718.695, 7572.07, 71399, 10376.7, 1
124, 718.695, 7710.6, 84895.3, 10625.4, 1
125, 718.695, 7855.53, 84895.3, 10983.7, 1
126, 718.695, 7948.39, 94531.7, 11331.5, 1
127, 718.695, 8003.77, 85902.1, 11285.1, 1
128, 718.695, 8110.71, 79250, 11269.3, 1
129, 718.695, 8273.47, 67491.9, 11421.4, 1
130, 718.695, 8333.97, 105471, 11666.7, 1
131, 718.695, 8397.56, 84233.8, 11545.9, 1
132, 718.695, 8478.46, 73728, 11824.4, 1
133, 718.695, 8598.89, 96422.9, 12213, 1
134, 718.695, 8684.26, 96516.6, 12335, 1
135, 718.695, 8818.23, 93139.1, 12565.8, 1
136, 718.695, 9050.07, 98434.6, 13216.4, 1
