gen, min, avg, max, std, exp_number
0, 790.779, 266885, 588393, 97528.5, 1
1, 790.779, 267700, 601792, 99303.3, 1
2, 790.779, 268072, 621187, 99845, 1
3, 790.779, 267966, 621013, 98747.4, 1
4, 790.779, 267804, 612972, 97050.3, 1
5, 790.779, 267663, 600771, 99064.9, 1
6, 790.779, 267356, 656115, 98558.2, 1
7, 790.779, 267827, 656549, 98938.2, 1
8, 790.779, 267150, 604530, 98704.8, 1
9, 790.779, 267313, 688102, 101215, 1
10, 790.779, 267777, 657400, 102725, 1
11, 790.779, 267707, 629740, 101499, 1
12, 408.462, 267355, 628362, 101229, 1
13, 408.462, 266467, 638632, 100120, 1
14, 408.462, 266866, 615339, 100084, 1
15, 408.462, 266471, 631808, 100028, 1
16, 408.462, 267025, 704379, 99022, 1
17, 74.7018, 267405, 654879, 100590, 1
18, 74.7018, 267521, 647188, 99930.7, 1
19, 74.7018, 267152, 677581, 99118.3, 1
20, 74.7018, 266836, 672878, 99284.7, 1
21, 74.7018, 267039, 627313, 99517, 1
22, 74.7018, 267345, 617089, 100504, 1
23, 74.7018, 267649, 626959, 100844, 1
24, 74.7018, 267583, 599102, 100720, 1
25, 74.7018, 267551, 594892, 99685.9, 1
26, -42.7762, 267869, 632109, 100220, 1
27, -42.7762, 267663, 629008, 99372, 1
28, -42.7762, 267944, 654827, 100826, 1
29, -42.7762, 267329, 655151, 100825, 1
30, -42.7762, 267859, 628180, 100525, 1
31, -42.7762, 267528, 637239, 100275, 1
32, -42.7762, 267583, 627104, 98864.6, 1
33, -42.7762, 267947, 666524, 100346, 1
34, -42.7762, 267663, 681713, 101372, 1
35, -42.7762, 268143, 652976, 102543, 1
36, -42.7762, 267964, 616341, 103384, 1
37, -42.7762, 268489, 640288, 105204, 1
38, -42.7762, 268292, 655964, 103429, 1
39, -42.7762, 268264, 654110, 102772, 1
40, -42.7762, 268258, 665201, 102182, 1
41, -42.7762, 267649, 680039, 101595, 1
42, -42.7762, 267384, 632059, 100057, 1
43, -42.7762, 267345, 604350, 100105, 1
44, -42.7762, 267384, 633439, 99963.2, 1
45, -42.7762, 267702, 611940, 99556.8, 1
46, -42.7762, 268319, 616592, 100383, 1
47, -42.7762, 268360, 675033, 99205.3, 1
48, -42.7762, 268454, 631025, 100135, 1
49, -42.7762, 268046, 631025, 98742.1, 1
50, -42.7762, 267970, 644321, 99867, 1
51, -42.7762, 268263, 635128, 98906.2, 1
52, -42.7762, 268028, 698531, 98598.2, 1
53, -42.7762, 268378, 673018, 99027.6, 1
54, -42.7762, 268299, 675215, 99865.9, 1
55, -42.7762, 268806, 675313, 101535, 1
56, -42.7762, 268567, 707624, 100755, 1
57, -42.7762, 268992, 665943, 101233, 1
58, -42.7762, 268686, 654496, 101594, 1
59, -42.7762, 268871, 700569, 103697, 1
60, -42.7762, 269367, 650573, 104596, 1
61, -42.7762, 269599, 663151, 103919, 1
62, -42.7762, 269163, 620248, 103426, 1
63, -42.7762, 269185, 615952, 103435, 1
64, -42.7762, 269178, 605705, 104600, 1
65, -42.7762, 269249, 650217, 104243, 1
66, -42.7762, 269538, 642566, 104514, 1
67, -42.7762, 268879, 614138, 103236, 1
68, -42.7762, 268683, 625027, 102945, 1
69, -42.7762, 269094, 665670, 102644, 1
70, -42.7762, 269069, 664544, 102358, 1
71, -42.7762, 268721, 670450, 101068, 1
72, -42.7762, 268120, 629344, 100921, 1
73, -42.7762, 268158, 602996, 102276, 1
74, -42.7762, 267598, 657113, 101437, 1
75, -42.7762, 268237, 654450, 104310, 1
76, -42.7762, 267430, 623523, 103769, 1
77, -42.7762, 267324, 618495, 104675, 1
78, -42.7762, 267654, 655480, 104818, 1
79, -42.7762, 268580, 659312, 104991, 1
80, -42.7762, 268755, 619586, 103608, 1
81, -42.7762, 269021, 629389, 102946, 1
82, -42.7762, 269386, 653724, 102556, 1
83, -42.7762, 269420, 658203, 104459, 1
84, -42.7762, 269703, 624014, 104334, 1
85, -42.7762, 269902, 639664, 103566, 1
86, -42.7762, 270024, 639664, 103094, 1
87, -42.7762, 269964, 602323, 102396, 1
88, -42.7762, 269917, 678793, 102506, 1
89, -42.7762, 269663, 618553, 102192, 1
90, -42.7762, 269886, 632990, 103072, 1
91, -42.7762, 269757, 660300, 102543, 1
92, -42.7762, 269820, 645766, 103387, 1
93, -42.7762, 269222, 681479, 103525, 1
94, -42.7762, 268688, 656486, 102432, 1
95, -42.7762, 268548, 691547, 101439, 1
96, -42.7762, 269039, 672955, 102096, 1
97, -42.7762, 269155, 623695, 102439, 1
98, -42.7762, 269212, 672244, 103549, 1
99, -42.7762, 269790, 667867, 106254, 1
100, -42.7762, 269595, 704187, 106026, 1
101, -42.7762, 269677, 643528, 104116, 1
