gen, min, avg, max, std, exp_number
0, 790.779, 267717, 648678, 100134, 1
1, 790.779, 267220, 649720, 99457.1, 1
2, 790.779, 266786, 637585, 98731.1, 1
3, 790.779, 266734, 589599, 98939.8, 1
4, 790.779, 266740, 632283, 98650.4, 1
5, 790.779, 266716, 628962, 99277.9, 1
6, 790.779, 267327, 658295, 101063, 1
7, 790.779, 267895, 639075, 100651, 1
8, 790.779, 267663, 645499, 101655, 1
9, 790.779, 267392, 657892, 101754, 1
10, 790.779, 267369, 598628, 99806.6, 1
11, 790.779, 267616, 607747, 100203, 1
12, 790.779, 267222, 651420, 99599.2, 1
13, 790.779, 266667, 651219, 98204.5, 1
14, 790.779, 266750, 627544, 99461.2, 1
15, 790.779, 266810, 675237, 99697.7, 1
16, 790.779, 266774, 674442, 99676.1, 1
17, 790.779, 266546, 712784, 98294.2, 1
18, 790.779, 266915, 697653, 97591.7, 1
19, 790.779, 267003, 591195, 97499.1, 1
20, 790.779, 267389, 637935, 97313.6, 1
21, 790.779, 267239, 636907, 95487, 1
22, 790.779, 267183, 623665, 97333, 1
23, 790.779, 267051, 629660, 96962.8, 1
24, 790.779, 267627, 606563, 97890.3, 1
25, 790.779, 267635, 576857, 96684.2, 1
26, 790.779, 267726, 622771, 100656, 1
27, 790.779, 267818, 645949, 101950, 1
28, 790.779, 267972, 629260, 100169, 1
29, 790.779, 267330, 625025, 99884.9, 1
30, 630.454, 267820, 587573, 101122, 1
31, 630.454, 267871, 626611, 101384, 1
32, 630.454, 267995, 629795, 101252, 1
33, 630.454, 267998, 632942, 101369, 1
34, 630.454, 267788, 642856, 100953, 1
35, 630.454, 268246, 647960, 102194, 1
36, 630.454, 268165, 645530, 101683, 1
37, 630.454, 267792, 622078, 99452.3, 1
38, 630.454, 267628, 655483, 98995.6, 1
39, 630.454, 267948, 657118, 99150.7, 1
40, 630.454, 267584, 670422, 98854.1, 1
41, 630.454, 267678, 624170, 98871.7, 1
42, 630.454, 267665, 645675, 99923.6, 1
43, 630.454, 267016, 615135, 99091.9, 1
44, 630.454, 266615, 688103, 99205.3, 1
45, 630.454, 266405, 626722, 99111.5, 1
46, 630.454, 266172, 612578, 99379.1, 1
47, 630.454, 266501, 634297, 97649.7, 1
48, 630.454, 266119, 617522, 98963.3, 1
49, 630.454, 266033, 639987, 99317.1, 1
50, 630.454, 266332, 685443, 101220, 1
51, 630.454, 266396, 667899, 99573, 1
52, 630.454, 266591, 655858, 100170, 1
53, 630.454, 267099, 649352, 99435.5, 1
54, 630.454, 267000, 624423, 99162.8, 1
55, 630.454, 266791, 618676, 99760.2, 1
56, 630.454, 267390, 716909, 100234, 1
57, 630.454, 267478, 661861, 100484, 1
58, 630.454, 267102, 661861, 100040, 1
59, 630.454, 268297, 620836, 100325, 1
60, 630.454, 268155, 636489, 99794.4, 1
61, 630.454, 268527, 665132, 100119, 1
62, 630.454, 267826, 664911, 98627.4, 1
63, 344.342, 267283, 637395, 99103.5, 1
64, 344.342, 267469, 658956, 99767.1, 1
65, 344.342, 268514, 648862, 100861, 1
66, 344.342, 269119, 633105, 102442, 1
67, 344.342, 268528, 627550, 101122, 1
68, 344.342, 267991, 622026, 102777, 1
69, 344.342, 268248, 687924, 103984, 1
70, 344.342, 268029, 675557, 104865, 1
71, 344.342, 268479, 673452, 103700, 1
72, 344.342, 268112, 669088, 102261, 1
73, 344.342, 269275, 659260, 102766, 1
74, 344.342, 268858, 658575, 101855, 1
75, 344.088, 269444, 641348, 102171, 1
76, 344.088, 269937, 626431, 102553, 1
77, 344.088, 270285, 628847, 103216, 1
78, 344.088, 270502, 622471, 102563, 1
79, 344.088, 270943, 672025, 103212, 1
