gen, min, avg, max, std, exp_number
0, 132.584, 467.753, 703.227, 67.0616, 1
1, 132.584, 467.857, 680.097, 67.7349, 1
2, 132.584, 467.817, 676.11, 68.2988, 1
3, 132.584, 467.967, 676.11, 67.7957, 1
4, 132.429, 467.959, 680.594, 68.6816, 1
5, 132.429, 468.106, 672.025, 69.0407, 1
6, 132.429, 468.311, 668.954, 70.2526, 1
7, 132.429, 468.159, 679.145, 70.863, 1
8, 132.429, 468.143, 679.519, 70.0067, 1
9, 132.429, 468.329, 721.712, 71.721, 1
10, 132.429, 468.43, 707.243, 71.9377, 1
11, 132.429, 468.528, 713.481, 71.4898, 1
12, 132.429, 468.507, 696.657, 71.1595, 1
13, 130.844, 468.525, 681.943, 69.8777, 1
14, 130.844, 468.533, 696.096, 68.857, 1
15, 130.844, 468.477, 685.26, 69.9265, 1
16, 129.453, 468.414, 676.777, 69.9539, 1
17, 129.453, 468.534, 690.571, 70.1688, 1
18, 129.453, 468.69, 684.631, 70.7783, 1
19, 129.453, 468.734, 662.059, 71.4928, 1
20, 129.453, 468.933, 655.026, 70.8723, 1
21, 129.453, 468.924, 692.704, 70.9786, 1
22, 129.453, 468.88, 683.188, 72.199, 1
23, 129.453, 469.002, 674.901, 71.0658, 1
24, 129.453, 469.132, 667.229, 71.4715, 1
25, 129.453, 469.109, 701.692, 72.3741, 1
26, 129.453, 468.998, 709.818, 73.2236, 1
27, 129.453, 468.827, 706.483, 73.4973, 1
28, 129.453, 468.803, 670.723, 74.0656, 1
29, 129.453, 468.714, 707.472, 74.2629, 1
30, 129.453, 468.751, 686.861, 75.677, 1
31, 129.374, 468.767, 680.311, 74.7209, 1
32, 129.374, 468.75, 683.33, 74.7681, 1
33, 129.374, 468.798, 704.739, 75.0486, 1
34, 129.374, 468.673, 691.377, 74.5073, 1
35, 129.374, 468.782, 676.864, 74.2543, 1
36, 129.374, 468.798, 668.585, 73.6016, 1
37, 129.374, 468.854, 673.357, 74.2331, 1
