gen, min, avg, max, std, exp_number
0, -941.569, -914.262, -913.478, 1.13796, 1
1, -941.569, -914.256, -913.3, 1.14691, 1
2, -941.569, -914.254, -912.922, 1.08589, 1
3, -941.569, -914.248, -912.951, 1.15716, 1
4, -941.569, -914.252, -912.686, 1.18107, 1
5, -941.569, -914.257, -911.503, 1.28156, 1
6, -941.569, -914.231, -911.499, 1.16332, 1
7, -941.569, -914.235, -911.728, 1.1636, 1
8, -941.569, -914.242, -911.728, 1.1919, 1
9, -941.569, -914.243, -911.85, 1.18854, 1
10, -941.569, -914.229, -911.663, 1.17416, 1
11, -941.569, -914.233, -911.698, 1.27674, 1
12, -941.569, -914.234, -911.091, 1.33215, 1
13, -941.569, -914.241, -911.228, 1.36628, 1
14, -941.569, -914.223, -911.365, 1.22827, 1
15, -941.569, -914.232, -910.084, 1.27736, 1
16, -941.569, -914.214, -911.669, 1.23021, 1
17, -941.569, -914.2, -911.172, 1.16716, 1
18, -941.569, -914.203, -911.539, 1.154, 1
19, -941.569, -914.207, -911.633, 1.15519, 1
20, -941.569, -914.18, -908.689, 1.1231, 1
21, -941.569, -914.189, -910.624, 1.21764, 1
22, -941.569, -914.186, -910.477, 1.17373, 1
23, -941.569, -914.182, -911.507, 1.22133, 1
24, -941.569, -914.178, -911.473, 1.27678, 1
25, -941.569, -914.179, -911.566, 1.25327, 1
26, -941.794, -914.17, -911.61, 1.34363, 1
27, -941.794, -914.167, -911.24, 1.46506, 1
28, -941.794, -914.14, -911.291, 1.2719, 1
29, -941.794, -914.125, -910.459, 1.22839, 1
30, -941.794, -914.117, -911.139, 1.20809, 1
31, -941.794, -914.142, -911.06, 1.37259, 1
32, -942.443, -914.135, -910.267, 1.41252, 1
33, -942.443, -914.127, -910.766, 1.34488, 1
34, -942.443, -914.112, -910.766, 1.21786, 1
35, -942.443, -914.112, -908.733, 1.34345, 1
36, -942.443, -914.116, -910.288, 1.32461, 1
37, -942.443, -914.115, -910.288, 1.29332, 1
38, -942.443, -914.114, -910.314, 1.33162, 1
39, -942.443, -914.123, -910.555, 1.45995, 1
40, -942.443, -914.107, -908.326, 1.34441, 1
41, -942.443, -914.085, -909.572, 1.39765, 1
42, -942.472, -914.087, -909.629, 1.45104, 1
43, -942.472, -914.087, -909.078, 1.51807, 1
44, -942.472, -914.077, -909.076, 1.55791, 1
45, -942.472, -914.063, -909.159, 1.33239, 1
46, -942.472, -914.053, -909.692, 1.36193, 1
47, -942.472, -914.061, -909.773, 1.36681, 1
48, -942.472, -914.052, -909.948, 1.40541, 1
49, -942.472, -914.066, -909.953, 1.4508, 1
50, -942.472, -914.072, -910.124, 1.38045, 1
51, -942.472, -914.084, -910.548, 1.45809, 1
52, -942.472, -914.079, -909.814, 1.49089, 1
53, -942.472, -914.084, -910.401, 1.58112, 1
54, -942.472, -914.066, -910.599, 1.45623, 1
55, -942.472, -914.048, -908.697, 1.40893, 1
56, -942.636, -914.029, -908.791, 1.47747, 1
57, -943.926, -914.035, -909.754, 1.50104, 1
58, -943.926, -914.025, -909.66, 1.48069, 1
59, -943.926, -914.013, -906.912, 1.47623, 1
60, -943.926, -914.006, -908.06, 1.42862, 1
61, -943.926, -914.015, -909.451, 1.53435, 1
62, -943.926, -914.003, -909.512, 1.46523, 1
63, -943.926, -914.003, -909.759, 1.55233, 1
64, -943.926, -913.998, -909.265, 1.67459, 1
65, -943.926, -913.99, -909.318, 1.5548, 1
66, -943.926, -913.966, -909.259, 1.47941, 1
67, -943.926, -913.953, -909.574, 1.46055, 1
68, -943.926, -913.945, -908.955, 1.57057, 1
69, -943.926, -913.933, -909.232, 1.57058, 1
70, -943.926, -913.923, -909.232, 1.56089, 1
71, -943.926, -913.915, -908.337, 1.54152, 1
72, -943.926, -913.916, -909.24, 1.5574, 1
73, -943.926, -913.922, -909.148, 1.64453, 1
74, -943.926, -913.909, -909.148, 1.5243, 1
75, -943.926, -913.936, -909.116, 1.68789, 1
76, -943.926, -913.93, -909.199, 1.77533, 1
77, -943.926, -913.897, -908.211, 1.52408, 1
78, -943.926, -913.875, -908.71, 1.52437, 1
79, -943.926, -913.87, -908.919, 1.55563, 1
80, -943.926, -913.868, -906.025, 1.66195, 1
81, -943.926, -913.852, -906.546, 1.69684, 1
82, -947.136, -913.837, -906.53, 1.71342, 1
83, -947.136, -913.821, -905.469, 1.74714, 1
84, -947.136, -913.798, -906.535, 1.54919, 1
85, -947.136, -913.807, -907.415, 1.66135, 1
86, -947.136, -913.817, -908.578, 1.73244, 1
87, -947.136, -913.813, -907.865, 1.87909, 1
88, -947.136, -913.811, -908.309, 1.91188, 1
89, -947.136, -913.798, -908.57, 1.76821, 1
90, -947.136, -913.796, -908.82, 1.782, 1
91, -947.136, -913.791, -908.157, 1.7238, 1
92, -947.136, -913.788, -908.912, 1.6466, 1
93, -947.136, -913.8, -904.385, 1.80073, 1
94, -947.136, -913.777, -904.453, 1.77176, 1
95, -947.136, -913.758, -908.078, 1.80984, 1
96, -947.136, -913.749, -908.062, 1.84339, 1
97, -947.136, -913.716, -906.846, 1.6724, 1
98, -947.136, -913.721, -904.774, 1.73045, 1
99, -947.136, -913.696, -904.805, 1.65684, 1
100, -947.136, -913.687, -897.286, 1.83253, 1
101, -947.136, -913.671, -903.493, 1.84118, 1
102, -947.136, -913.677, -904.814, 1.81475, 1
103, -947.136, -913.664, -904.808, 1.80099, 1
104, -947.136, -913.664, -907.34, 1.79448, 1
105, -947.136, -913.668, -907.022, 1.83882, 1
106, -947.136, -913.649, -906.406, 1.76408, 1
107, -947.136, -913.631, -905.933, 1.77691, 1
108, -947.136, -913.62, -905.835, 1.86485, 1
109, -947.136, -913.625, -905.975, 1.94154, 1
110, -947.136, -913.604, -905.971, 1.8835, 1
111, -947.136, -913.616, -906.281, 2.02555, 1
112, -947.416, -913.631, -906.784, 2.18877, 1
113, -947.416, -913.624, -905.276, 2.16144, 1
114, -947.416, -913.598, -905.476, 2.08286, 1
115, -947.416, -913.595, -905.481, 2.00962, 1
116, -947.416, -913.581, -905.852, 1.91411, 1
117, -947.416, -913.568, -906.507, 1.82585, 1
118, -948.109, -913.548, -905.729, 1.98637, 1
119, -948.109, -913.55, -905.414, 2.00052, 1
120, -948.109, -913.533, -905.771, 1.96215, 1
121, -948.109, -913.545, -903.795, 2.07049, 1
122, -948.109, -913.505, -903.114, 1.98014, 1
123, -948.109, -913.491, -903.765, 1.87072, 1
124, -948.109, -913.492, -903.765, 1.92649, 1
125, -948.109, -913.477, -905.751, 1.91194, 1
126, -948.109, -913.475, -905.758, 2.00476, 1
127, -948.109, -913.457, -905.927, 1.9846, 1
128, -948.109, -913.46, -905.852, 2.0587, 1
129, -948.109, -913.462, -905.852, 1.98742, 1
130, -948.109, -913.437, -903.355, 1.96372, 1
131, -948.109, -913.407, -903.271, 1.98651, 1
132, -948.109, -913.397, -903.323, 1.99394, 1
133, -948.109, -913.409, -904.548, 2.07936, 1
134, -948.109, -913.407, -904.675, 2.12338, 1
135, -948.109, -913.382, -903.477, 2.09183, 1
136, -948.109, -913.385, -904.618, 2.18661, 1
137, -948.109, -913.376, -905.298, 2.15997, 1
138, -948.109, -913.333, -905.715, 2.02637, 1
139, -948.109, -913.306, -905.601, 2.08575, 1
140, -948.109, -913.296, -905.652, 2.21304, 1
141, -948.109, -913.287, -905.661, 2.07235, 1
142, -948.109, -913.27, -905.314, 2.02075, 1
143, -948.109, -913.26, -905.239, 2.06755, 1
144, -948.109, -913.262, -905.091, 2.12351, 1
145, -948.109, -913.246, -905.091, 2.09264, 1
146, -948.109, -913.244, -903.412, 2.08716, 1
147, -948.109, -913.23, -903.851, 2.07892, 1
148, -948.109, -913.23, -904.177, 2.16255, 1
149, -948.109, -913.211, -904.402, 2.10774, 1
150, -948.109, -913.202, -904.969, 2.05963, 1
151, -948.109, -913.202, -905.028, 2.05727, 1
152, -948.109, -913.183, -903.948, 2.07616, 1
153, -948.109, -913.197, -903.948, 2.22231, 1
154, -948.109, -913.191, -902.214, 2.29239, 1
155, -948.109, -913.195, -905.016, 2.40809, 1
156, -948.109, -913.162, -903.593, 2.34838, 1
157, -948.109, -913.165, -904.053, 2.43063, 1
158, -948.109, -913.137, -903.905, 2.27537, 1
159, -948.169, -913.16, -903.773, 2.491, 1
160, -948.169, -913.131, -904.089, 2.33856, 1
161, -948.169, -913.121, -904.053, 2.34652, 1
162, -948.169, -913.094, -902.666, 2.26541, 1
163, -948.169, -913.092, -902.742, 2.23487, 1
164, -948.169, -913.099, -903.544, 2.30689, 1
165, -948.169, -913.101, -904.168, 2.39776, 1
166, -948.169, -913.093, -903.74, 2.48029, 1
167, -948.169, -913.078, -901.473, 2.42382, 1
168, -948.169, -913.056, -902.984, 2.37927, 1
169, -951.623, -913.054, -902.053, 2.60021, 1
170, -951.623, -913.022, -894.605, 2.71201, 1
171, -951.623, -912.996, -903.368, 2.40455, 1
172, -951.623, -912.98, -902.612, 2.43372, 1
173, -951.623, -912.978, -902.164, 2.48538, 1
174, -951.623, -912.967, -903.193, 2.34964, 1
175, -951.623, -912.978, -903.564, 2.36303, 1
176, -951.623, -912.973, -904.074, 2.49298, 1
177, -951.623, -912.975, -901.998, 2.59165, 1
178, -951.623, -912.948, -901.946, 2.37491, 1
179, -951.623, -912.969, -901.433, 2.54742, 1
180, -951.623, -912.933, -902.036, 2.35286, 1
181, -951.623, -912.92, -902.344, 2.44449, 1
182, -951.623, -912.897, -901.174, 2.50197, 1
183, -951.623, -912.887, -901.267, 2.50576, 1
184, -951.623, -912.877, -901.426, 2.50413, 1
185, -951.623, -912.858, -901.931, 2.50183, 1
186, -951.623, -912.862, -902.282, 2.46582, 1
187, -951.623, -912.854, -902.304, 2.51535, 1
188, -951.623, -912.814, -898.524, 2.5178, 1
189, -951.623, -912.785, -901.921, 2.53917, 1
190, -951.623, -912.743, -896.693, 2.61061, 1
191, -951.623, -912.725, -900.658, 2.73744, 1
192, -951.623, -912.699, -901.748, 2.77473, 1
193, -951.623, -912.687, -901.616, 2.74626, 1
194, -951.623, -912.679, -900.867, 2.82293, 1
195, -951.623, -912.701, -900.955, 2.98037, 1
196, -951.623, -912.687, -899.368, 3.04866, 1
197, -951.623, -912.655, -898.623, 3.00879, 1
198, -951.623, -912.622, -898.779, 2.8731, 1
199, -951.623, -912.594, -898.764, 2.82202, 1
200, -951.623, -912.571, -898.818, 2.77486, 1
201, -951.623, -912.555, -898.913, 2.77635, 1
202, -951.623, -912.565, -899.387, 2.8471, 1
203, -951.623, -912.553, -900.06, 2.91068, 1
204, -951.631, -912.542, -899.802, 2.97439, 1
205, -951.631, -912.53, -900.685, 2.81389, 1
206, -951.631, -912.512, -899.349, 2.82215, 1
207, -951.631, -912.486, -900.893, 2.78783, 1
208, -951.631, -912.458, -901.11, 2.77399, 1
209, -951.631, -912.455, -897.98, 2.85255, 1
210, -951.631, -912.451, -897.976, 2.77441, 1
211, -951.631, -912.438, -899.277, 2.89008, 1
212, -951.631, -912.405, -900.677, 2.90912, 1
213, -951.631, -912.418, -900.196, 2.96109, 1
214, -951.631, -912.399, -900.163, 2.98115, 1
215, -951.631, -912.38, -900.756, 2.98233, 1
216, -951.631, -912.348, -894.533, 2.93106, 1
217, -951.987, -912.353, -899.068, 3.03794, 1
218, -951.987, -912.324, -898.821, 2.96432, 1
219, -951.987, -912.329, -899.059, 2.96133, 1
220, -952.422, -912.317, -899.699, 3.03578, 1
221, -952.422, -912.301, -900.355, 2.99179, 1
222, -952.422, -912.302, -900.956, 2.90501, 1
