gen, min, avg, max, std, exp_number
0, 12.4163, 142.003, 913.944, 96.0818, 1
1, 12.4163, 142.543, 1166.74, 97.5723, 1
2, 12.4163, 142.339, 986.059, 97.9406, 1
3, 12.4163, 142.804, 812.284, 93.7255, 1
4, 12.4163, 142.043, 997.966, 92.052, 1
5, 12.4163, 142.513, 840.989, 92.4848, 1
6, 12.4163, 141.735, 784.941, 90.6188, 1
7, 12.4163, 142.117, 853.312, 91.2432, 1
8, 12.4163, 142.622, 1110.75, 95.7261, 1
9, 12.4163, 140.809, 781.271, 90.0975, 1
10, 12.4163, 142.475, 754.8, 91.5662, 1
11, 12.4163, 142.471, 793.228, 90.9653, 1
12, 12.4163, 142.509, 840.632, 93.4186, 1
13, 12.4163, 142.888, 710.583, 93.8802, 1
14, 12.4163, 142.539, 1070.53, 96.9351, 1
15, 12.4163, 141.579, 748.08, 89.4093, 1
16, 12.4163, 141.799, 755.629, 90.8713, 1
17, 12.4163, 141.889, 896.066, 92.5059, 1
18, 12.4163, 141.543, 896.066, 93.3451, 1
19, 12.4163, 141.897, 879.067, 91.6697, 1
20, 12.4163, 143.814, 735.729, 94.9237, 1
21, 12.4163, 145.594, 881.518, 101.839, 1
22, 12.4163, 144.161, 1036.41, 97.8995, 1
23, 12.4163, 145.22, 1036.41, 100.365, 1
24, 12.4163, 143.677, 846.307, 92.2909, 1
25, 12.4163, 142.405, 876.738, 94.5145, 1
26, 12.4163, 140.518, 839.263, 92.2514, 1
27, 12.4163, 141.052, 1012.16, 90.201, 1
28, 12.4163, 140.623, 691.073, 86.8112, 1
29, 12.4163, 139.136, 715.114, 83.0191, 1
30, 12.4163, 141.896, 641.866, 88.1324, 1
31, 12.4163, 141.336, 759.492, 88.7756, 1
32, 12.4163, 141.171, 878.06, 92.2103, 1
33, 12.4163, 141.254, 907.108, 92.4141, 1
34, 12.4163, 143.948, 1008.57, 97.2735, 1
35, 12.4163, 141.775, 1002.33, 91.9309, 1
36, 12.4163, 142.383, 713.343, 92.1109, 1
37, 12.4163, 142.378, 850.131, 95.1878, 1
38, 12.4163, 142.179, 778.742, 95.6596, 1
39, 12.4163, 142.866, 835.873, 93.4131, 1
