gen, min, avg, max, std, exp_number
0, 79.8931, 7490.27, 22680.5, 3739.51, 1
1, 79.8931, 7515.9, 24328.6, 3758.35, 1
2, 79.8931, 7537.56, 24225.6, 3748.24, 1
3, 79.8931, 7541.48, 24108.7, 3826.31, 1
4, 79.8931, 7541.92, 23571.9, 3825.37, 1
5, 79.8931, 7543.59, 23813.2, 3846.3, 1
6, 79.8931, 7565.17, 24782.6, 3845.81, 1
7, 79.5907, 7561.12, 23902.4, 3864.74, 1
8, 79.5907, 7574.12, 23902.4, 3894.27, 1
9, 79.5907, 7587.91, 24901, 3896.45, 1
10, 79.5907, 7596.66, 24645.8, 3904.04, 1
11, 79.5907, 7615.27, 25340.9, 3898.79, 1
12, 79.5907, 7628.83, 23826.2, 3852.23, 1
13, 79.5907, 7648.37, 24933.5, 3893.34, 1
14, 79.5907, 7670.04, 24509.6, 3896, 1
15, 79.5907, 7687.43, 22595.9, 3951.13, 1
16, 79.5907, 7696.24, 22553, 3893.62, 1
17, 79.5907, 7702.02, 22575.2, 3890.49, 1
18, 79.5907, 7710.82, 22575.2, 3931.31, 1
19, 79.5907, 7733.08, 22638.5, 3922.21, 1
20, 79.5907, 7756.13, 22360.4, 3955.06, 1
21, 79.5907, 7771.44, 23102.7, 3998.64, 1
22, 79.5907, 7782.06, 22064.9, 3936.99, 1
23, 79.5907, 7790.3, 22028.3, 4005.25, 1
24, 79.5907, 7793.97, 24440.3, 4038.58, 1
25, 79.5907, 7816.41, 24719.1, 4077.77, 1
26, 79.5907, 7835.15, 23713.1, 4063.05, 1
27, 79.5907, 7835.23, 24502.1, 4044.25, 1
28, 79.5907, 7857.84, 23621.8, 4098.56, 1
29, 79.5907, 7877.61, 23607.8, 4132.37, 1
30, 79.5907, 7877.65, 23607.8, 4110.13, 1
31, 79.5907, 7882.67, 23462.9, 4161.86, 1
32, 79.5907, 7888.99, 23323.7, 4135.73, 1
33, 79.5907, 7876.33, 22900.6, 4126.92, 1
34, 79.5907, 7881.9, 25722.1, 4058.66, 1
35, 79.5907, 7901, 23552.2, 4017.09, 1
36, 79.5907, 7906.48, 22909.1, 4054.42, 1
37, 79.5907, 7907.94, 22639.5, 4104.85, 1
38, 79.5907, 7908.56, 22656.1, 4139.74, 1
39, 79.5907, 7920.39, 24188.9, 4128.34, 1
40, 79.5907, 7942.82, 25939.4, 4179.56, 1
41, 79.5907, 7940.8, 25178.8, 4201.14, 1
42, 79.5907, 7960.57, 24421, 4255.26, 1
43, 79.0556, 7984.87, 24659.3, 4305.29, 1
44, 79.0556, 7998.05, 24492.9, 4277.48, 1
45, 79.0556, 8010.55, 27820.5, 4294.92, 1
46, 79.0556, 8030.59, 25335.8, 4311.87, 1
