gen, min, avg, max, std, exp_number
0, 718.695, 1435.12, 4225.52, 181.379, 1
1, 718.695, 1464.42, 15782.6, 478.734, 1
2, 718.695, 1491.78, 15734.6, 650.091, 1
3, 718.695, 1517.48, 15760, 808.8, 1
4, 718.695, 1547.52, 15743.1, 914.238, 1
5, 718.695, 1575.6, 15793.3, 1006.68, 1
6, 718.695, 1599.16, 23355, 1158.43, 1
7, 718.695, 1643.95, 23231.5, 1381.35, 1
8, 718.695, 1646.72, 22804.9, 1319.6, 1
9, 718.695, 1673.63, 22921.8, 1338.78, 1
10, 718.695, 1674.14, 18087.4, 1279.61, 1
11, 718.695, 1730.15, 32342.4, 1593.94, 1
12, 718.695, 1766.68, 32371.6, 1776.88, 1
13, 718.695, 1806.92, 30355.4, 1818.52, 1
14, 718.695, 1826.94, 30347.9, 1866.11, 1
15, 718.695, 1845.64, 22699.3, 1837.31, 1
16, 718.695, 1864.83, 21531, 1835.02, 1
17, 718.695, 1900.47, 21121.3, 1936.22, 1
18, 718.695, 1919.96, 22849.1, 2010.41, 1
19, 718.695, 1929.83, 22680.7, 2013.32, 1
20, 718.695, 1950.36, 22754.8, 2085.88, 1
21, 718.695, 2012.84, 39245.5, 2517.94, 1
22, 718.695, 2018.1, 37455.4, 2362.84, 1
23, 718.695, 2068.62, 41593.6, 2661.27, 1
24, 718.695, 2094.91, 37455.9, 2581.66, 1
25, 718.695, 2127.67, 32317.9, 2577.8, 1
26, 718.695, 2207.91, 32506.5, 2794.47, 1
27, 718.695, 2227.27, 32447.4, 2821.84, 1
28, 718.695, 2252.79, 32542.8, 2851.18, 1
29, 718.695, 2299.74, 28013.5, 2901.37, 1
30, 718.695, 2339.34, 27819.5, 3025.89, 1
31, 718.695, 2369.52, 27708.4, 3078.41, 1
32, 718.695, 2412.92, 25988.9, 3160.18, 1
33, 718.695, 2453.7, 25454.2, 3166.44, 1
34, 718.695, 2516.09, 29371.8, 3326.66, 1
35, 718.695, 2551.03, 29371.8, 3421.75, 1
36, 718.695, 2544.65, 30944.6, 3485.83, 1
37, 718.695, 2565.36, 30944.6, 3506.45, 1
38, 718.695, 2640.25, 72569.9, 3936.13, 1
39, 718.695, 2661.76, 42594.7, 3711.16, 1
40, 718.695, 2748.82, 42393.6, 3980.88, 1
41, 718.695, 2812.23, 42394.6, 4209.52, 1
42, 718.695, 2869.21, 42439.5, 4343.17, 1
43, 718.695, 2918.09, 42439.5, 4384.8, 1
44, 718.695, 2948.65, 42535.5, 4533.51, 1
45, 718.695, 2985.45, 40965.1, 4518.89, 1
46, 718.695, 3063.17, 80195.9, 5150.35, 1
47, 718.695, 3060.55, 51616.8, 4891.12, 1
48, 718.695, 3145.25, 44670.2, 4985.65, 1
49, 718.695, 3197.32, 44683.5, 5168.42, 1
50, 718.695, 3230.57, 42117.6, 5185.85, 1
51, 718.695, 3299.59, 42117.6, 5252.73, 1
52, 718.695, 3390.35, 67819.7, 5544.43, 1
53, 718.695, 3409.28, 41465.9, 5453.76, 1
54, 718.695, 3505.98, 54426.3, 5728.54, 1
55, 718.695, 3545.52, 56989.1, 5722.64, 1
56, 718.695, 3603.12, 41237.3, 5742.51, 1
57, 718.695, 3647.64, 40570.3, 5728.51, 1
58, 718.695, 3703.93, 48365.9, 5800.14, 1
59, 718.695, 3735.2, 39628.1, 5808.68, 1
60, 718.695, 3737.7, 39381.2, 5762.13, 1
61, 718.695, 3770.26, 39424.3, 5733.55, 1
62, 718.695, 3856.81, 38448.2, 5779.4, 1
63, 718.695, 3927.34, 103025, 6316.55, 1
64, 718.695, 3933.15, 58093.4, 6029.64, 1
65, 718.695, 4024.2, 57204.9, 6155.55, 1
66, 718.695, 4057.72, 43603.2, 6100.71, 1
67, 718.695, 4130.9, 76483, 6490.14, 1
68, 718.695, 4219.84, 60167.2, 6637.58, 1
69, 718.695, 4246.03, 49299.1, 6613.86, 1
70, 718.695, 4318.94, 71681.4, 6851.22, 1
71, 718.695, 4418.78, 69310.8, 6996.47, 1
72, 718.695, 4496.98, 51602.1, 7015.59, 1
73, 718.695, 4545.08, 58304.2, 7082.88, 1
