gen, min, avg, max, std, exp_number
0, 4.03067e+07, 2.65051e+09, 1.14049e+11, 5.68582e+09, 1
1, 4.03067e+07, 2.5659e+09, 8.65611e+10, 4.74785e+09, 1
2, 4.03067e+07, 2.41132e+09, 4.93411e+10, 3.59957e+09, 1
3, 4.03067e+07, 2.35491e+09, 5.32365e+10, 3.76217e+09, 1
4, 3.66831e+07, 2.36242e+09, 4.78845e+10, 3.6718e+09, 1
5, 3.66831e+07, 2.45165e+09, 5.69074e+10, 4.37609e+09, 1
6, 3.66831e+07, 2.44612e+09, 6.14899e+10, 4.26171e+09, 1
7, 3.66831e+07, 2.40639e+09, 5.85945e+10, 3.92222e+09, 1
8, 3.66831e+07, 2.36714e+09, 8.60467e+10, 4.03642e+09, 1
9, 3.66831e+07, 2.45046e+09, 8.91713e+10, 4.8228e+09, 1
10, 3.66831e+07, 2.4344e+09, 7.70986e+10, 4.43728e+09, 1
11, 3.66831e+07, 2.3764e+09, 5.99614e+10, 3.81948e+09, 1
12, 3.66831e+07, 2.36365e+09, 5.07457e+10, 3.60829e+09, 1
13, 3.66831e+07, 2.27705e+09, 5.58893e+10, 3.58566e+09, 1
14, 3.66831e+07, 2.28408e+09, 5.58893e+10, 3.67079e+09, 1
15, 3.66831e+07, 2.23857e+09, 5.5109e+10, 3.16009e+09, 1
16, 3.66831e+07, 2.24579e+09, 5.5109e+10, 3.32037e+09, 1
17, 3.66831e+07, 2.28203e+09, 7.70496e+10, 3.68909e+09, 1
18, 3.66831e+07, 2.20994e+09, 4.91381e+10, 3.2789e+09, 1
19, 3.66831e+07, 2.14869e+09, 5.47861e+10, 3.02049e+09, 1
20, 3.66831e+07, 2.19678e+09, 4.97044e+10, 3.20383e+09, 1
21, 3.66831e+07, 2.22815e+09, 4.57781e+10, 3.06819e+09, 1
22, 3.66831e+07, 2.47125e+09, 1.08823e+11, 5.55282e+09, 1
23, 3.66831e+07, 2.43959e+09, 8.75456e+10, 4.69967e+09, 1
24, 3.66831e+07, 2.46135e+09, 7.44124e+10, 4.62998e+09, 1
25, 3.66831e+07, 2.42484e+09, 7.57225e+10, 4.44103e+09, 1
26, 3.66831e+07, 2.44691e+09, 7.36511e+10, 4.6627e+09, 1
27, 3.66831e+07, 2.46111e+09, 1.03672e+11, 5.30092e+09, 1
28, 3.66831e+07, 2.61127e+09, 1.32949e+11, 6.28759e+09, 1
29, 3.66831e+07, 2.31195e+09, 3.78416e+10, 3.28187e+09, 1
30, 3.66831e+07, 2.27292e+09, 5.82643e+10, 3.37548e+09, 1
31, 3.66831e+07, 2.32154e+09, 4.30088e+10, 3.39819e+09, 1
32, 3.66831e+07, 2.39671e+09, 6.41686e+10, 3.85022e+09, 1
33, 3.66831e+07, 2.34476e+09, 7.61354e+10, 3.5864e+09, 1
34, 3.66831e+07, 2.36542e+09, 7.89312e+10, 3.75352e+09, 1
35, 3.66831e+07, 2.34197e+09, 4.80842e+10, 3.35048e+09, 1
36, 3.66831e+07, 2.32942e+09, 8.33749e+10, 3.75199e+09, 1
