% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.070180790e+06 +2.070180790e+06 +2.070329940e+06 +2.070329940e+06
2 +9.384206651e+05 +9.384206651e+05 +9.385698151e+05 +9.385698151e+05
257 +5.607424253e+05 +5.607424253e+05 +5.608915753e+05 +5.608915753e+05
1067 +3.646598865e+05 +3.646598865e+05 +3.648090365e+05 +3.648090365e+05
2040 +1.878691399e+05 +1.878691399e+05 +1.880182899e+05 +1.880182899e+05
2879 +1.540044568e+05 +1.540044568e+05 +1.541536068e+05 +1.541536068e+05
3391 +9.402422591e+04 +9.402422591e+04 +9.417337591e+04 +9.417337591e+04
6008 +4.902405224e+04 +4.902405224e+04 +4.917320224e+04 +4.917320224e+04
7273 +2.610912586e+04 +2.610912586e+04 +2.625827586e+04 +2.625827586e+04
9194 +2.425895808e+04 +2.425895808e+04 +2.440810808e+04 +2.440810808e+04
9585 +1.445890104e+04 +1.445890104e+04 +1.460805104e+04 +1.460805104e+04
21391 +9.587671811e+03 +9.587671811e+03 +9.736821811e+03 +9.736821811e+03
