% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.605432624e+02 +7.605432624e+02 +7.513332624e+02 +7.513332624e+02
9 +6.296861006e+02 +6.296861006e+02 +6.204761006e+02 +6.204761006e+02
2909 +3.956109051e+02 +3.956109051e+02 +3.864009051e+02 +3.864009051e+02
6118 +2.233949944e+02 +2.233949944e+02 +2.141849944e+02 +2.141849944e+02
11373 +1.500858420e+02 +1.500858420e+02 +1.408758420e+02 +1.408758420e+02
15182 +8.649517821e+01 +8.649517821e+01 +7.728517821e+01 +7.728517821e+01
17667 +5.769275493e+01 +5.769275493e+01 +4.848275493e+01 +4.848275493e+01
21195 +3.077541507e+01 +3.077541507e+01 +2.156541507e+01 +2.156541507e+01
22594 +1.993152385e+01 +1.993152385e+01 +1.072152385e+01 +1.072152385e+01
27435 +1.152122108e+01 +1.152122108e+01 +2.311221085e+00 +2.311221085e+00
29067 +3.526282820e+00 +3.526282820e+00 -5.683717180e+00 -5.683717180e+00
31172 +2.437735458e+00 +2.437735458e+00 -6.772264542e+00 -6.772264542e+00
32051 +7.815970093e-14 +7.815970093e-14 -9.210000000e+00 -9.210000000e+00
