% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.497011596e+01 +8.497011596e+01 +1.257501160e+02 +1.257501160e+02
5409 +6.172226088e+01 +6.172226088e+01 +1.025022609e+02 +1.025022609e+02
13952 +3.392711657e+01 +3.392711657e+01 +7.470711657e+01 +7.470711657e+01
15112 +1.586786048e+01 +1.586786048e+01 +5.664786048e+01 +5.664786048e+01
17775 +1.479039690e+01 +1.479039690e+01 +5.557039690e+01 +5.557039690e+01
21719 +8.827102317e+00 +8.827102317e+00 +4.960710232e+01 +4.960710232e+01
26725 +5.367693487e+00 +5.367693487e+00 +4.614769349e+01 +4.614769349e+01
30932 +2.933953015e+00 +2.933953015e+00 +4.371395302e+01 +4.371395302e+01
33818 +2.135826047e+00 +2.135826047e+00 +4.291582605e+01 +4.291582605e+01
48768 +5.787268092e-01 +5.787268092e-01 +4.135872681e+01 +4.135872681e+01
100405 +3.771241755e-01 +3.771241755e-01 +4.115712418e+01 +4.115712418e+01
119770 +1.763244888e-01 +1.763244888e-01 +4.095632449e+01 +4.095632449e+01
128578 +1.375201473e-01 +1.375201473e-01 +4.091752015e+01 +4.091752015e+01
136652 +9.679659613e-02 +9.679659613e-02 +4.087679660e+01 +4.087679660e+01
147688 +5.801286008e-02 +5.801286008e-02 +4.083801286e+01 +4.083801286e+01
237479 +2.513519009e-02 +2.513519009e-02 +4.080513519e+01 +4.080513519e+01
242547 +1.509097395e-02 +1.509097395e-02 +4.079509097e+01 +4.079509097e+01
304978 +8.452062847e-03 +8.452062847e-03 +4.078845206e+01 +4.078845206e+01
307124 +5.900899790e-03 +5.900899790e-03 +4.078590090e+01 +4.078590090e+01
325792 +3.654790347e-03 +3.654790347e-03 +4.078365479e+01 +4.078365479e+01
