% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.226753695e+02 +8.226753695e+02 +8.134653695e+02 +8.134653695e+02
24 +5.572359890e+02 +5.572359890e+02 +5.480259890e+02 +5.480259890e+02
1831 +3.803258040e+02 +3.803258040e+02 +3.711158040e+02 +3.711158040e+02
3755 +2.272184603e+02 +2.272184603e+02 +2.180084603e+02 +2.180084603e+02
6672 +1.584203668e+02 +1.584203668e+02 +1.492103668e+02 +1.492103668e+02
9594 +9.079622531e+01 +9.079622531e+01 +8.158622531e+01 +8.158622531e+01
12512 +6.261753606e+01 +6.261753606e+01 +5.340753606e+01 +5.340753606e+01
14745 +3.978057741e+01 +3.978057741e+01 +3.057057741e+01 +3.057057741e+01
17749 +2.506540452e+01 +2.506540452e+01 +1.585540452e+01 +1.585540452e+01
21378 +1.564003063e+01 +1.564003063e+01 +6.430030626e+00 +6.430030626e+00
23612 +9.999793137e+00 +9.999793137e+00 +7.897931372e-01 +7.897931372e-01
25778 +6.202657510e+00 +6.202657510e+00 -3.007342490e+00 -3.007342490e+00
29362 +3.745793105e+00 +3.745793105e+00 -5.464206895e+00 -5.464206895e+00
32194 +2.421917211e+00 +2.421917211e+00 -6.788082789e+00 -6.788082789e+00
34505 +1.469117561e+00 +1.469117561e+00 -7.740882439e+00 -7.740882439e+00
38083 +9.972970213e-01 +9.972970213e-01 -8.212702979e+00 -8.212702979e+00
40919 +6.284837108e-01 +6.284837108e-01 -8.581516289e+00 -8.581516289e+00
43353 +3.842562638e-01 +3.842562638e-01 -8.825743736e+00 -8.825743736e+00
46102 +2.507696682e-01 +2.507696682e-01 -8.959230332e+00 -8.959230332e+00
49023 +1.501008486e-01 +1.501008486e-01 -9.059899151e+00 -9.059899151e+00
51898 +9.907063479e-02 +9.907063479e-02 -9.110929365e+00 -9.110929365e+00
55418 +6.084326860e-02 +6.084326860e-02 -9.149156731e+00 -9.149156731e+00
58256 +3.931792655e-02 +3.931792655e-02 -9.170682073e+00 -9.170682073e+00
61425 +2.362949333e-02 +2.362949333e-02 -9.186370507e+00 -9.186370507e+00
64394 +1.482884670e-02 +1.482884670e-02 -9.195171153e+00 -9.195171153e+00
66706 +9.838537342e-03 +9.838537342e-03 -9.200161463e+00 -9.200161463e+00
69320 +5.787626869e-03 +5.787626869e-03 -9.204212373e+00 -9.204212373e+00
71865 +3.943262397e-03 +3.943262397e-03 -9.206056738e+00 -9.206056738e+00
74583 +2.472570451e-03 +2.472570451e-03 -9.207527430e+00 -9.207527430e+00
76953 +1.556709594e-03 +1.556709594e-03 -9.208443290e+00 -9.208443290e+00
79949 +9.754656375e-04 +9.754656375e-04 -9.209024534e+00 -9.209024534e+00
81764 +6.133142153e-04 +6.133142153e-04 -9.209386686e+00 -9.209386686e+00
85017 +3.821488881e-04 +3.821488881e-04 -9.209617851e+00 -9.209617851e+00
87490 +2.488782089e-04 +2.488782089e-04 -9.209751122e+00 -9.209751122e+00
89038 +1.526964367e-04 +1.526964367e-04 -9.209847304e+00 -9.209847304e+00
92655 +9.833850569e-05 +9.833850569e-05 -9.209901661e+00 -9.209901661e+00
95694 +6.172127936e-05 +6.172127936e-05 -9.209938279e+00 -9.209938279e+00
97934 +3.762798675e-05 +3.762798675e-05 -9.209962372e+00 -9.209962372e+00
99807 +2.261226549e-05 +2.261226549e-05 -9.209977388e+00 -9.209977388e+00
101530 +1.549987640e-05 +1.549987640e-05 -9.209984500e+00 -9.209984500e+00
104254 +8.959479793e-06 +8.959479793e-06 -9.209991041e+00 -9.209991041e+00
105645 +6.294876663e-06 +6.294876663e-06 -9.209993705e+00 -9.209993705e+00
107244 +3.811858925e-06 +3.811858925e-06 -9.209996188e+00 -9.209996188e+00
108673 +2.429263951e-06 +2.429263951e-06 -9.209997571e+00 -9.209997571e+00
110706 +1.584629864e-06 +1.584629864e-06 -9.209998415e+00 -9.209998415e+00
