% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.308817231e+02 +8.308817231e+02 +8.216717231e+02 +8.216717231e+02
31 +6.294176064e+02 +6.294176064e+02 +6.202076064e+02 +6.202076064e+02
2739 +3.933057191e+02 +3.933057191e+02 +3.840957191e+02 +3.840957191e+02
5377 +2.435117511e+02 +2.435117511e+02 +2.343017511e+02 +2.343017511e+02
8274 +1.554237295e+02 +1.554237295e+02 +1.462137295e+02 +1.462137295e+02
11741 +8.706290556e+01 +8.706290556e+01 +7.785290556e+01 +7.785290556e+01
13987 +6.230594753e+01 +6.230594753e+01 +5.309594753e+01 +5.309594753e+01
17237 +3.647901414e+01 +3.647901414e+01 +2.726901414e+01 +2.726901414e+01
21215 +2.496045865e+01 +2.496045865e+01 +1.575045865e+01 +1.575045865e+01
23420 +1.524469104e+01 +1.524469104e+01 +6.034691042e+00 +6.034691042e+00
25583 +8.691670030e+00 +8.691670030e+00 -5.183299702e-01 -5.183299702e-01
27080 +5.948597078e+00 +5.948597078e+00 -3.261402922e+00 -3.261402922e+00
29244 +3.788657845e+00 +3.788657845e+00 -5.421342155e+00 -5.421342155e+00
30805 +2.406196603e+00 +2.406196603e+00 -6.803803397e+00 -6.803803397e+00
32195 +1.031927344e+00 +1.031927344e+00 -8.178072656e+00 -8.178072656e+00
32733 +9.527842200e-01 +9.527842200e-01 -8.257215780e+00 -8.257215780e+00
33187 +5.452319178e-01 +5.452319178e-01 -8.664768082e+00 -8.664768082e+00
34617 +3.727884999e-01 +3.727884999e-01 -8.837211500e+00 -8.837211500e+00
35760 +1.134153655e-01 +1.134153655e-01 -9.096584634e+00 -9.096584634e+00
36444 +9.047586289e-02 +9.047586289e-02 -9.119524137e+00 -9.119524137e+00
37393 +5.721520561e-02 +5.721520561e-02 -9.152784794e+00 -9.152784794e+00
37550 +3.613054095e-02 +3.613054095e-02 -9.173869459e+00 -9.173869459e+00
38506 +6.919629075e-03 +6.919629075e-03 -9.203080371e+00 -9.203080371e+00
38944 +7.815970093e-14 +7.815970093e-14 -9.210000000e+00 -9.210000000e+00
