% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.024843579e+05 +5.024843579e+05 +5.026081879e+05 +5.026081879e+05 -4.8305e+00 -4.4551e+00 -3.7196e+00 -1.3045e+00 -4.5097e+00 -4.8993e+00 +5.2591e-01 +6.1869e-01 +4.6483e+00 -4.7075e+00
2 +2.676336566e+05 +2.676336566e+05 +2.677574866e+05 +2.677574866e+05 +1.0320e+00 +4.7857e+00 +4.6181e+00 +4.1130e+00 +4.2591e+00 -6.5664e-01 -2.0687e+00 -4.4321e+00 +3.0012e+00 +4.0137e+00
4 +6.287298539e+04 +6.287298539e+04 +6.299681539e+04 +6.299681539e+04 +6.0934e-03 +2.1509e+00 -1.1034e+00 -6.6055e-01 -3.5170e+00 +4.1709e+00 -1.1242e-01 +1.1476e+00 +3.5691e+00 +1.7295e+00
13 +1.329247336e+04 +1.329247336e+04 +1.341630336e+04 +1.341630336e+04 -3.1679e+00 +2.3588e-01 +4.4717e+00 -4.8617e+00 -1.2902e+00 -4.3603e+00 -2.9283e+00 -1.5606e+00 +5.5585e-01 +8.0187e-01
639 +7.308713818e+03 +7.308713818e+03 +7.432543818e+03 +7.432543818e+03 +8.5539e-01 +1.1786e+00 -2.0198e+00 +1.1295e+00 +2.2990e+00 +7.4136e-01 -5.3508e-01 +2.6567e+00 -6.4677e-01 +3.6281e-01
1024 +2.598677681e+03 +2.598677681e+03 +2.722507681e+03 +2.722507681e+03 -1.5363e+00 -1.8858e+00 +1.1561e+00 +5.9542e-01 -3.3376e-02 +3.1071e-01 -5.9316e-01 +2.0336e-01 +2.1028e-01 -1.2983e+00
3022 +1.564213922e+03 +1.564213922e+03 +1.688043922e+03 +1.688043922e+03 -9.0773e-01 -6.4117e-01 +1.1161e+00 +4.7747e-01 -4.4864e-01 -3.1831e-01 -5.9316e-01 +4.0388e-01 -1.1045e+00 -9.0610e-01
5453 +8.839344228e+02 +8.839344228e+02 +1.007764423e+03 +1.007764423e+03 -8.0473e-01 -1.2378e+00 +6.5896e-01 -2.8924e-01 +6.2843e-02 -6.3829e-01 +2.6482e-02 -1.8830e-02 -1.1384e-01 +7.2774e-01
12680 +6.056463401e+02 +6.056463401e+02 +7.294763401e+02 +7.294763401e+02 +6.2697e-01 +3.0123e-01 +2.6349e-01 +2.1203e-02 +5.8753e-02 -2.3414e-01 +2.7711e-01 +4.8163e-01 -6.0773e-01 -4.0712e-01
21686 +3.149635644e+02 +3.149635644e+02 +4.387935644e+02 +4.387935644e+02 +1.3934e+00 +2.1199e-01 -3.7585e-01 +5.3035e-01 +1.1213e+00 -1.9091e-01 +1.6527e-01 -4.3440e-01 +5.2433e-01 -4.7250e-01
26576 +1.806813567e+02 +1.806813567e+02 +3.045113567e+02 +3.045113567e+02 -7.9057e-02 +6.7365e-01 +3.4385e-01 +5.3035e-01 +8.4145e-01 -6.0496e-01 +2.4548e-01 -6.9944e-01 +9.2595e-01 -7.3885e-01
