% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.207213501e+05 +8.207213501e+05 +8.208451801e+05 +8.208451801e+05
3 +5.459154473e+05 +5.459154473e+05 +5.460392773e+05 +5.460392773e+05
6 +3.579285962e+05 +3.579285962e+05 +3.580524262e+05 +3.580524262e+05
113 +1.779841257e+05 +1.779841257e+05 +1.781079557e+05 +1.781079557e+05
1833 +1.225913922e+05 +1.225913922e+05 +1.227152222e+05 +1.227152222e+05
2057 +9.102366671e+04 +9.102366671e+04 +9.114749671e+04 +9.114749671e+04
3228 +4.776272095e+04 +4.776272095e+04 +4.788655095e+04 +4.788655095e+04
5285 +3.165362040e+04 +3.165362040e+04 +3.177745040e+04 +3.177745040e+04
6869 +2.190198492e+04 +2.190198492e+04 +2.202581492e+04 +2.202581492e+04
9259 +1.503460681e+04 +1.503460681e+04 +1.515843681e+04 +1.515843681e+04
16159 +6.458697100e+03 +6.458697100e+03 +6.582527100e+03 +6.582527100e+03
20989 +5.859244848e+03 +5.859244848e+03 +5.983074848e+03 +5.983074848e+03
