% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.436911207e+07 +6.436911207e+07 +6.436905713e+07 +6.436905713e+07
2 +3.269130795e+07 +3.269130795e+07 +3.269125301e+07 +3.269125301e+07
7 +2.350923756e+07 +2.350923756e+07 +2.350918262e+07 +2.350918262e+07
18 +9.856783473e+06 +9.856783473e+06 +9.856728533e+06 +9.856728533e+06
361 +4.689046553e+06 +4.689046553e+06 +4.688991613e+06 +4.688991613e+06
1673 +3.019779573e+06 +3.019779573e+06 +3.019724633e+06 +3.019724633e+06
3711 +2.454955690e+06 +2.454955690e+06 +2.454900750e+06 +2.454900750e+06
6147 +9.344649372e+05 +9.344649372e+05 +9.344099972e+05 +9.344099972e+05
13449 +6.188248888e+05 +6.188248888e+05 +6.187699488e+05 +6.187699488e+05
16893 +3.830008695e+05 +3.830008695e+05 +3.829459295e+05 +3.829459295e+05
27396 +2.472308752e+05 +2.472308752e+05 +2.471759352e+05 +2.471759352e+05
41739 +1.394916861e+05 +1.394916861e+05 +1.394367461e+05 +1.394367461e+05
98556 +9.958882116e+04 +9.958882116e+04 +9.953388116e+04 +9.953388116e+04
325850 +6.308336255e+04 +6.308336255e+04 +6.302842255e+04 +6.302842255e+04
