% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.256145298e+02 +5.256145298e+02 +6.050945298e+02 +6.050945298e+02
19 +3.631825216e+02 +3.631825216e+02 +4.426625216e+02 +4.426625216e+02
374 +2.473763238e+02 +2.473763238e+02 +3.268563238e+02 +3.268563238e+02
1619 +1.558379179e+02 +1.558379179e+02 +2.353179179e+02 +2.353179179e+02
2743 +9.051769915e+01 +9.051769915e+01 +1.699976992e+02 +1.699976992e+02
3776 +5.456280307e+01 +5.456280307e+01 +1.340428031e+02 +1.340428031e+02
5231 +2.842755643e+01 +2.842755643e+01 +1.079075564e+02 +1.079075564e+02
5916 +2.484077373e+01 +2.484077373e+01 +1.043207737e+02 +1.043207737e+02
8200 +1.546461416e+01 +1.546461416e+01 +9.494461416e+01 +9.494461416e+01
10623 +9.882296675e+00 +9.882296675e+00 +8.936229668e+01 +8.936229668e+01
12593 +6.281832217e+00 +6.281832217e+00 +8.576183222e+01 +8.576183222e+01
14866 +3.840401301e+00 +3.840401301e+00 +8.332040130e+01 +8.332040130e+01
17368 +2.408738947e+00 +2.408738947e+00 +8.188873895e+01 +8.188873895e+01
18518 +1.527590041e+00 +1.527590041e+00 +8.100759004e+01 +8.100759004e+01
20961 +9.960080950e-01 +9.960080950e-01 +8.047600809e+01 +8.047600809e+01
22714 +6.306451927e-01 +6.306451927e-01 +8.011064519e+01 +8.011064519e+01
24893 +3.814471161e-01 +3.814471161e-01 +7.986144712e+01 +7.986144712e+01
26475 +2.428635236e-01 +2.428635236e-01 +7.972286352e+01 +7.972286352e+01
28933 +1.578793509e-01 +1.578793509e-01 +7.963787935e+01 +7.963787935e+01
31075 +9.580145017e-02 +9.580145017e-02 +7.957580145e+01 +7.957580145e+01
33851 +5.732886968e-02 +5.732886968e-02 +7.953732887e+01 +7.953732887e+01
36719 +3.890171392e-02 +3.890171392e-02 +7.951890171e+01 +7.951890171e+01
38021 +2.275278595e-02 +2.275278595e-02 +7.950275279e+01 +7.950275279e+01
40804 +1.492192351e-02 +1.492192351e-02 +7.949492192e+01 +7.949492192e+01
42362 +9.910611370e-03 +9.910611370e-03 +7.948991061e+01 +7.948991061e+01
44872 +6.180470198e-03 +6.180470198e-03 +7.948618047e+01 +7.948618047e+01
47464 +3.634420122e-03 +3.634420122e-03 +7.948363442e+01 +7.948363442e+01
49563 +2.417271542e-03 +2.417271542e-03 +7.948241727e+01 +7.948241727e+01
52466 +1.508207834e-03 +1.508207834e-03 +7.948150821e+01 +7.948150821e+01
55144 +9.694383752e-04 +9.694383752e-04 +7.948096944e+01 +7.948096944e+01
56695 +5.852112985e-04 +5.852112985e-04 +7.948058521e+01 +7.948058521e+01
58573 +3.738096931e-04 +3.738096931e-04 +7.948037381e+01 +7.948037381e+01
62119 +2.449169685e-04 +2.449169685e-04 +7.948024492e+01 +7.948024492e+01
63567 +1.559643836e-04 +1.559643836e-04 +7.948015596e+01 +7.948015596e+01
68257 +9.951398663e-05 +9.951398663e-05 +7.948009951e+01 +7.948009951e+01
73023 +6.110393529e-05 +6.110393529e-05 +7.948006110e+01 +7.948006110e+01
86067 +3.939803968e-05 +3.939803968e-05 +7.948003940e+01 +7.948003940e+01
