% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.175933817e+05 +1.175933817e+05 +1.177172117e+05 +1.177172117e+05 +4.4743e+00 +3.3681e+00 -1.1627e-01 -1.1298e-02 -3.4276e+00 +3.4627e+00 -4.9451e+00 -1.6777e+00 +3.6351e+00 -4.5518e-01
4 +9.940385213e+04 +9.940385213e+04 +9.952768213e+04 +9.952768213e+04 +2.2173e+00 -3.4688e+00 +3.6666e+00 -1.1825e+00 +3.2916e+00 -1.2494e+00 -8.7668e-02 -3.2921e+00 +4.5038e-01 -3.9775e+00
6 +4.456186017e+04 +4.456186017e+04 +4.468569017e+04 +4.468569017e+04 -1.8545e+00 -1.2739e+00 +3.7811e-01 -1.5389e-01 -2.2131e+00 -1.9593e+00 -4.7734e+00 -2.9245e+00 +3.4322e+00 -7.7395e-01
7 +3.232078577e+04 +3.232078577e+04 +3.244461577e+04 +3.244461577e+04 -2.9146e+00 -1.2637e+00 +2.4191e+00 +3.5857e+00 +1.5843e+00 -2.7982e+00 -4.2578e+00 -1.5871e+00 +5.3147e-01 +6.7550e-01
39 +2.126936733e+04 +2.126936733e+04 +2.139319733e+04 +2.139319733e+04 +3.5327e+00 +5.1570e-01 +3.8245e-01 +1.2243e+00 +4.5546e+00 -6.0251e-01 +1.4383e+00 +4.3645e-01 +2.1328e+00 -3.4796e+00
54 +9.736678375e+03 +9.736678375e+03 +9.860508375e+03 +9.860508375e+03 -2.9045e+00 -4.2908e-01 +3.2216e+00 -4.3691e+00 -1.1216e+00 -2.5320e+00 -1.6459e+00 +1.9986e+00 +1.7227e-01 +3.5606e-01
182 +6.215546228e+03 +6.215546228e+03 +6.339376228e+03 +6.339376228e+03 +5.0206e-01 +9.0362e-01 +2.4656e+00 -1.0401e+00 -1.3928e+00 -1.0865e+00 +1.4081e+00 -6.1091e-01 -2.9839e-01 -6.0359e-01
1073 +2.879213964e+03 +2.879213964e+03 +3.003043964e+03 +3.003043964e+03 +1.6992e-01 -1.7532e+00 -3.7813e-01 +1.2844e+00 +1.4727e-01 -1.2246e-01 -1.9858e+00 +1.6818e+00 -2.7536e-01 -5.1667e-01
1601 +2.457962804e+03 +2.457962804e+03 +2.581792804e+03 +2.581792804e+03 +1.6992e-01 -1.7532e+00 +2.4656e+00 -1.0401e+00 -1.3928e+00 +3.4231e-01 -9.5702e-01 -6.1091e-01 -2.9839e-01 -6.0359e-01
2199 +9.133368145e+02 +9.133368145e+02 +1.037166815e+03 +1.037166815e+03 +1.6992e-01 -1.7532e+00 -3.7813e-01 +1.2844e+00 +1.4727e-01 -1.2246e-01 -1.9872e-01 +1.6818e+00 -2.7536e-01 -5.1667e-01
2452 +5.955350579e+02 +5.955350579e+02 +7.193650579e+02 +7.193650579e+02 +1.6992e-01 -1.7532e+00 +6.4116e-01 -1.0401e+00 +2.5871e-01 +3.4231e-01 -9.5702e-01 -6.1091e-01 -2.9839e-01 -6.0359e-01
3928 +2.939604705e+02 +2.939604705e+02 +4.177904705e+02 +4.177904705e+02 +1.6992e-01 -1.2739e+00 +6.4116e-01 -1.0401e+00 +2.5871e-01 +3.4231e-01 -9.5702e-01 -6.1091e-01 -2.9839e-01 -6.0359e-01
4255 +1.718427700e+02 +1.718427700e+02 +2.956727700e+02 +2.956727700e+02 +1.6992e-01 -4.2908e-01 +6.4116e-01 -1.0401e+00 +2.5871e-01 +3.4231e-01 -9.5702e-01 -6.1091e-01 -2.9839e-01 -6.0359e-01
5165 +1.423891261e+02 +1.423891261e+02 +2.662191261e+02 +2.662191261e+02 +1.6992e-01 -4.2908e-01 +6.4116e-01 -5.6032e-01 +2.5871e-01 +3.4231e-01 -9.5702e-01 -6.1091e-01 -2.9839e-01 -6.0359e-01
7601 +9.905964914e+01 +9.905964914e+01 +2.228896491e+02 +2.228896491e+02 +1.6992e-01 -4.2908e-01 +6.4116e-01 -1.0401e+00 +4.1105e-02 +3.4231e-01 -6.9989e-01 -6.1091e-01 -2.9839e-01 -6.0359e-01
9226 +6.047989771e+01 +6.047989771e+01 +1.843098977e+02 +1.843098977e+02 +1.6992e-01 -4.2908e-01 +6.4116e-01 -5.6032e-01 +1.4727e-01 +3.4231e-01 -6.8511e-01 -6.1091e-01 +1.7227e-01 -6.0359e-01
11059 +3.361585161e+01 +3.361585161e+01 +1.574458516e+02 +1.574458516e+02 +1.6992e-01 -4.2908e-01 +6.4116e-01 +1.0377e-01 +2.5871e-01 +3.4231e-01 -9.5702e-01 -5.9809e-01 +8.5322e-01 -6.0359e-01
12248 +2.390486851e+01 +2.390486851e+01 +1.477348685e+02 +1.477348685e+02 +1.6992e-01 -4.2908e-01 +6.4116e-01 +4.3208e-01 +2.5871e-01 +3.4231e-01 -6.8511e-01 -5.9809e-01 +8.5322e-01 -6.0359e-01
18724 +1.579882465e+01 +1.579882465e+01 +1.396288246e+02 +1.396288246e+02 +4.1413e-01 -4.2908e-01 +6.4116e-01 +3.4968e-01 +4.8831e-01 +3.4231e-01 -5.7110e-01 -6.5257e-01 +8.5322e-01 -2.4532e-01
57175 +9.992375618e+00 +9.992375618e+00 +1.338223756e+02 +1.338223756e+02 +3.7633e-01 -3.1344e-01 +6.6058e-01 +3.8855e-01 +4.0853e-01 +3.3993e-01 -6.4477e-01 -6.5257e-01 +9.7459e-01 -3.8825e-01
