% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.003366981e+04 +1.003366981e+04 +9.571579806e+03 +9.571579806e+03
4 +4.446104902e+03 +4.446104902e+03 +3.984014902e+03 +3.984014902e+03
5 +3.450887747e+03 +3.450887747e+03 +2.988797747e+03 +2.988797747e+03
80 +2.077375187e+03 +2.077375187e+03 +1.615285187e+03 +1.615285187e+03
2330 +1.412815620e+03 +1.412815620e+03 +9.507256198e+02 +9.507256198e+02
4205 +9.483796829e+02 +9.483796829e+02 +4.862896829e+02 +4.862896829e+02
8356 +6.291144467e+02 +6.291144467e+02 +1.670244467e+02 +1.670244467e+02
17312 +3.900867962e+02 +3.900867962e+02 -7.200320377e+01 -7.200320377e+01
31583 +2.484357883e+02 +2.484357883e+02 -2.136542117e+02 -2.136542117e+02
39619 +1.557521502e+02 +1.557521502e+02 -3.063378498e+02 -3.063378498e+02
55073 +9.798252815e+01 +9.798252815e+01 -3.641074719e+02 -3.641074719e+02
75368 +6.206175491e+01 +6.206175491e+01 -4.000282451e+02 -4.000282451e+02
93762 +3.942318937e+01 +3.942318937e+01 -4.226668106e+02 -4.226668106e+02
127556 +2.484356873e+01 +2.484356873e+01 -4.372464313e+02 -4.372464313e+02
177272 +1.565537339e+01 +1.565537339e+01 -4.464346266e+02 -4.464346266e+02
225079 +9.491049041e+00 +9.491049041e+00 -4.525989510e+02 -4.525989510e+02
244750 +6.048486280e+00 +6.048486280e+00 -4.560415137e+02 -4.560415137e+02
267653 +3.929879419e+00 +3.929879419e+00 -4.581601206e+02 -4.581601206e+02
