% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.510682554e+04 +1.510682554e+04 +1.464473554e+04 +1.464473554e+04
4 +9.572193429e+03 +9.572193429e+03 +9.110103429e+03 +9.110103429e+03
6 +4.153890519e+03 +4.153890519e+03 +3.691800519e+03 +3.691800519e+03
19 +3.924327865e+03 +3.924327865e+03 +3.462237865e+03 +3.462237865e+03
48 +2.106179637e+03 +2.106179637e+03 +1.644089637e+03 +1.644089637e+03
2034 +1.518603182e+03 +1.518603182e+03 +1.056513182e+03 +1.056513182e+03
6017 +9.902149338e+02 +9.902149338e+02 +5.281249338e+02 +5.281249338e+02
10569 +5.990294490e+02 +5.990294490e+02 +1.369394490e+02 +1.369394490e+02
19208 +3.935292546e+02 +3.935292546e+02 -6.856074539e+01 -6.856074539e+01
25210 +2.501955247e+02 +2.501955247e+02 -2.118944753e+02 -2.118944753e+02
