% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.505322845e+02 +5.505322845e+02 +6.300122845e+02 +6.300122845e+02
22 +3.794044830e+02 +3.794044830e+02 +4.588844830e+02 +4.588844830e+02
491 +2.453899054e+02 +2.453899054e+02 +3.248699054e+02 +3.248699054e+02
2564 +1.572407942e+02 +1.572407942e+02 +2.367207942e+02 +2.367207942e+02
5060 +9.878115577e+01 +9.878115577e+01 +1.782611558e+02 +1.782611558e+02
9497 +5.327289311e+01 +5.327289311e+01 +1.327528931e+02 +1.327528931e+02
11824 +3.322788693e+01 +3.322788693e+01 +1.127078869e+02 +1.127078869e+02
15968 +2.387563169e+01 +2.387563169e+01 +1.033556317e+02 +1.033556317e+02
21108 +1.538100879e+01 +1.538100879e+01 +9.486100879e+01 +9.486100879e+01
25304 +9.077317188e+00 +9.077317188e+00 +8.855731719e+01 +8.855731719e+01
