% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.544668584e+02 +4.544668584e+02 +5.339468584e+02 +5.339468584e+02
7 +3.796244388e+02 +3.796244388e+02 +4.591044388e+02 +4.591044388e+02
251 +2.278834654e+02 +2.278834654e+02 +3.073634654e+02 +3.073634654e+02
3071 +1.438288096e+02 +1.438288096e+02 +2.233088096e+02 +2.233088096e+02
4488 +9.612704138e+01 +9.612704138e+01 +1.756070414e+02 +1.756070414e+02
9133 +6.149049280e+01 +6.149049280e+01 +1.409704928e+02 +1.409704928e+02
11829 +3.877589050e+01 +3.877589050e+01 +1.182558905e+02 +1.182558905e+02
14705 +2.343412038e+01 +2.343412038e+01 +1.029141204e+02 +1.029141204e+02
18204 +1.393761442e+01 +1.393761442e+01 +9.341761442e+01 +9.341761442e+01
22629 +8.586348343e+00 +8.586348343e+00 +8.806634834e+01 +8.806634834e+01
23854 +5.922939569e+00 +5.922939569e+00 +8.540293957e+01 +8.540293957e+01
27063 +3.974090375e+00 +3.974090375e+00 +8.345409037e+01 +8.345409037e+01
31161 +2.453135051e+00 +2.453135051e+00 +8.193313505e+01 +8.193313505e+01
37438 +1.584749510e+00 +1.584749510e+00 +8.106474951e+01 +8.106474951e+01
